ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23451	20000988951	6102.498	5883.909	218.590	-0.3268	7.136	
YAL002W	0.003231	26383	20000717679	7050.213	6850.975	199.239	-0.1627	11.58	
YAL003W	4.073	1817	20025647473	869.358	841.502	27.857	-0.1447	0.0479	
YAL005C	1.19	5874	20002358113	2968.800	2707.631	261.169	-0.5486	0.5728	
YAL007C	0.09272	4462	20012325855	908.572	891.565	17.007	-0.1041	0.128	
YAL008W	0.07363	4272	20002095765	830.694	830.923	-0.230	-0.006294	0.1566	
YAL009W	0.02451	5486	20001407468	1104.175	1102.284	1.890	-0.03057	0.1964	
YAL010C	0.008606	9943	20000433095	2209.409	2190.485	18.924	-0.09678	1.055	
YAL011W	0.01638	12074	20000866683	2864.097	2839.275	24.822	-0.1405	1.481	
YAL012W	1.262	4959	20004197721	1739.493	1632.286	107.207	-0.3155	0.2238	
YAL013W	0.06334	7688	20007833001	1864.672	1807.482	57.189	-0.1803	0.506	
YAL014C	0.02744	5615	20000060531	1087.418	1080.909	6.509	-0.05684	0.2895	
YAL015C	0.02572	8331	20000695690	1765.873	1755.726	10.147	-0.01605	0.6946	
YAL016W	0.2432	10294	20000821232	2951.439	2714.466	236.973	-0.5419	1.022	
YAL017W	0.009617	27476	20000555121	7503.761	7044.990	458.771	-0.512	10.12	
YAL018C	0.007849	6862	20001338191	1399.861	1394.002	5.858	-0.04964	0.4106	
YAL019W	0.03881	20895	20001185116	5893.269	5325.603	567.665	-0.7763	4.703	
YAL020C	0.0247	7132	20002816492	1459.064	1440.318	18.746	-0.03349	0.3947	
YAL021C	0.0777	14630	20003413905	4080.963	3756.183	324.780	-0.5628	2.082	
YAL022C	0.09222	10123	20002106230	2333.367	2233.304	100.062	-0.3129	0.7376	
YAL023C	0.3228	10432	20000107228	3569.419	3276.236	293.183	-0.6423	1.154	
YAL024C	0.002008	28969	20001088294	8131.783	7943.961	187.822	-0.334	16.09	
YAL025C	0.08824	5303	20003292425	1319.849	1293.664	26.186	-0.0907	0.1735	
YAL026C	0.003022	27738	20000207319	7459.657	7246.561	213.096	-0.2156	11.1	
YAL027W	0.02962	5566	20002740579	1118.602	1104.863	13.739	-0.05982	0.2193	
YAL028W	0.00626	11113	20001699096	2404.186	2358.965	45.221	-0.08141	1.118	
YAL029C	0.0107	28796	20000140535	8401.379	7757.782	643.597	-0.7829	12.64	
YAL030W	0.2404	2421	20003898826	484.103	481.499	2.604	-0.05578	0.03514	
YAL031C	0.01527	16169	20001311018	3717.812	3513.573	204.239	-0.3371	2.53	
YAL032C	0.005799	8286	20000593917	1659.153	1651.630	7.523	-0.009668	0.4712	
YAL033W	0.07453	3385	20010865624	724.603	720.141	4.462	-0.01894	0.07373	
YAL034C	0.001526	8766	20006972172	1830.642	1850.921	-20.279	0.07279	0.8941	
YAL034WA	0.006985	5947	20002356483	1235.356	1235.352	0.003	-0.02687	0.3583	
YAL035W	0.2857	12292	20000945800	5098.851	4389.996	708.854	-0.9969	2.255	
YAL036C	0.3492	6351	20014361291	1623.386	1542.490	80.896	-0.2975	0.3129	
YAL037W	0.008014	5422	20005663316	1147.591	1133.931	13.660	-0.05946	0.2724	
YAL038W	14.56	1363	20002474844	2255.214	2083.938	171.276	-0.437	0.3405	
YAL039C	0.2378	4875	20003349810	1155.362	1122.599	32.763	-0.1696	0.1862	
YAL040C	0.01916	12630	20003171909	2684.180	2620.615	63.566	-0.2015	1.691	
