ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23968	20000534022	6139.549	6115.340	24.209	-0.02542	8.394	
YAL002W	0.003231	26254	20000431019	7031.742	6974.622	57.120	0.04544	12.89	
YAL003W	4.073	4178	20004321539	863.554	865.307	-1.753	0.008297	0.1379	
YAL005C	1.19	13964	20002858694	3000.994	2946.679	54.315	-0.07797	1.593	
YAL007C	0.09272	4491	20003713055	907.789	913.074	-5.285	0.0515	0.1599	
YAL008W	0.07363	4346	20006191021	830.842	838.894	-8.051	0.04027	0.1957	
YAL009W	0.02451	5417	20006355328	1108.116	1107.701	0.415	0.01228	0.2087	
YAL010C	0.008606	10331	20000892382	2212.902	2209.007	3.895	0.02995	1.096	
YAL011W	0.01638	12363	20000823273	2936.277	2887.470	48.807	-0.01838	1.715	
YAL012W	1.262	9117	20002398064	1730.081	1723.199	6.882	-0.0312	0.5803	
YAL013W	0.06334	7993	20000945759	1860.974	1839.726	21.249	-0.1006	0.6651	
YAL014C	0.02744	5384	20009781661	1094.161	1085.776	8.385	-0.04396	0.304	
YAL015C	0.02572	8397	20000058218	1767.068	1753.414	13.654	-0.03777	0.6998	
YAL016W	0.2432	13843	20000246628	2978.532	2996.591	-18.059	0.08225	2.265	
YAL017W	0.009617	27886	20000821920	7572.471	7532.827	39.644	0.1532	12.15	
YAL018C	0.007849	6678	20004953070	1402.932	1410.330	-7.398	0.006702	0.4782	
YAL019W	0.03881	22727	20002706922	5867.177	5783.855	83.322	-0.07669	7.088	
YAL020C	0.0247	7131	20005442808	1439.491	1450.698	-11.207	0.009928	0.4577	
YAL021C	0.0777	16920	20001304171	4122.101	4067.201	54.901	0.0235	3.736	
YAL022C	0.09222	10960	20000214991	2326.813	2323.424	3.389	-0.02406	1.143	
YAL023C	0.3228	15782	20000448960	3602.919	3609.453	-6.534	0.004356	2.607	
YAL024C	0.002008	28575	20000226435	8174.983	8084.863	90.121	-0.1125	16.38	
YAL025C	0.08824	5717	20000546015	1314.173	1319.878	-5.705	0.01399	0.2742	
YAL026C	0.003022	27965	20000220225	7558.827	7312.370	246.458	-0.1706	11.34	
YAL027W	0.02962	5540	20001177729	1111.535	1128.600	-17.065	0.0908	0.3277	
YAL028W	0.00626	10970	20000148058	2406.219	2370.834	35.386	-0.06947	1.303	
YAL029C	0.0107	29048	20001329575	8449.429	8404.755	44.673	-0.07222	18.85	
YAL030W	0.2404	2483	20006915649	487.567	486.985	0.582	0.03701	0.05631	
YAL031C	0.01527	16769	20001750650	3671.065	3629.321	41.744	-0.1207	3.223	
YAL032C	0.005799	7995	20000445682	1656.552	1643.692	12.860	-0.03527	0.4764	
YAL033W	0.07453	3536	20007621712	722.659	721.717	0.942	0.002271	0.07709	
YAL034C	0.001526	8923	20000819885	1821.153	1826.561	-5.408	-0.01137	0.7954	
YAL034WA	0.006985	5833	20002412082	1244.694	1250.276	-5.581	0.03537	0.3689	
YAL035W	0.2857	20650	20000921646	5129.009	5185.738	-56.729	0.07219	7.469	
YAL036C	0.3492	8150	20001176680	1599.053	1611.438	-12.385	-0.004939	0.5619	
YAL037W	0.008014	5426	20002083136	1142.746	1145.945	-3.199	0.02705	0.295	
YAL038W	14.56	11316	20003778842	2242.751	2232.638	10.112	-0.01627	0.8634	
YAL039C	0.2378	5499	20003633796	1147.507	1150.013	-2.506	-0.01818	0.285	
YAL040C	0.01916	12750	20000391605	2659.795	2656.320	3.475	-0.09426	1.883	
YAL041W	0.01412	17311	20000278011	4181.729	4179.661	2.068	0.03134	3.997	
YAL042W	0.4625	8623	20000444577	1830.343	1830.022	0.321	0.02996	0.5701	
YAL043C	0.02276	16647	20000660991	3854.619	3867.468	-12.849	0.1013	4.13	
YAL044C	1.007	3674	20002604926	714.010	707.463	6.548	-0.04585	0.08495	
YAL046C	0.06163	2465	20014956804	491.571	489.107	2.464	-0.019	0.05488	
YAL047C	0.006219	11990	20000139079	2915.154	2924.129	-8.975	0.0341	2.706	
YAL048C	0.00264	13779	20000521044	3150.596	3095.672	54.924	-0.04864	2.317	
YAL049C	0.2205	5180	20003179748	1039.945	1037.864	2.081	-0.01603	0.1761	
YAL051W	0.01629	21341	20003003885	5425.370	5301.883	123.487	-0.1078	6.716	
YAL053W	0.148	17129	20002570652	3773.940	3812.705	-38.765	0.09944	3.472	
YAL054C	0.003736	15834	20000214994	3388.607	3367.752	20.855	0.03181	2.327	
YAL055W	0.08669	3718	20004745705	756.481	755.670	0.811	0.02872	0.1013	
YAL056W	0.0126	17937	20001055964	4295.052	4315.632	-20.581	0.01176	3.704	
YAL058W	0.05662	10527	20003166100	2258.003	2259.267	-1.264	-0.03988	1.1	
YAL059W	0.1477	4492	20000521644	893.423	890.626	2.796	-0.01797	0.1519	
YAL060W	0.1071	7888	20002958865	1663.858	1678.164	-14.306	0.05073	0.5421	
YAL061W	0.01077	8958	20004890273	1827.932	1841.727	-13.795	0.02477	0.5932	
YAL062W	0.02865	9733	20000075528	2031.355	2010.846	20.510	-0.06764	0.6904	
YAL063C	0.000671	31753	20000027620	7528.468	7348.038	180.430	-0.1149	13.9	
YAL064CA	0.004815	2806	20014135488	520.395	522.187	-1.792	0.001088	0.05729	
YAL064W	0.005307	2264	20000494672	449.613	448.876	0.737	0.007701	0.05373	
YAL064WB	0.005464	3021	20021325478	523.989	523.822	0.167	0.00949	0.04839	
YAL065C	0.002324	3084	20002053442	532.602	533.994	-1.392	0.01605	0.06449	
YAL067C	0.003482	11908	20005969771	2731.855	2686.144	45.711	-0.06802	1.543	
YAL068C	0.05321	2792	20007234524	497.547	496.139	1.408	-0.0086	0.04343	
YAR002CA	0.3306	4478	20002699572	926.340	928.428	-2.088	0.02668	0.1826	
YAR002W	0.08884	11296	20000098692	2465.647	2422.570	43.078	-0.05363	1.175	
YAR003W	0.01736	8498	20002502462	1885.428	1883.828	1.600	0.002656	0.728	
YAR007C	0.07204	12425	20001374935	2878.484	2849.033	29.451	-0.05231	1.71	
YAR008W	0.06365	5743	20010024021	1173.872	1183.683	-9.811	0.07447	0.2583	
YAR014C	0.01781	13661	20002330804	3342.181	3333.216	8.965	0.02847	2.585	
YAR015W	0.2413	6351	20006100483	1310.495	1308.099	2.396	-0.031	0.3052	
YAR018C	0.02681	8404	20004258276	1947.085	1927.979	19.106	-0.04718	0.8235	
YAR019C	0.004468	20345	20000283251	4867.537	4879.428	-11.891	0.0268	5.996	
YAR020C	0.9946	1358	20010679161	226.613	226.855	-0.242	0.0005268	0.01035	
YAR023C	0.005318	3670	20000068085	750.406	750.810	-0.405	0.01271	0.0876	
YAR027W	0.05885	4700	20001252819	989.538	995.835	-6.296	-0.006343	0.1929	
YAR028W	0.02089	4745	20008676908	987.966	986.426	1.540	-0.005374	0.1682	
YAR029W	0.002071	1322	20022011610	305.624	305.701	-0.077	-0.00236	0.02735	
YAR031W	0.002175	5856	20000233855	1272.495	1282.181	-9.687	0.02401	0.2974	
YAR033W	0.0186	4953	20001084707	995.346	996.904	-1.558	0.02525	0.207	
YAR035W	0.01023	15317	20000848408	3216.141	3217.955	-1.814	-0.09193	2.248	
YAR042W	0.01532	23837	20001247549	6273.281	6231.313	41.968	0.03125	7.922	
YAR050W	0.001264	36858	20001069462	9060.981	9079.603	-18.622	-0.1444	22.28	
YAR064W	0.001266	2094	20034179398	410.962	411.122	-0.160	0.01933	0.04424	
YAR066W	0.005157	4850	20000527445	855.392	856.570	-1.178	0.03562	0.1417	
YAR068W	0.01535	4162	20000760120	676.104	676.622	-0.518	-0.01385	0.1436	
YAR071W	0.3374	9157	20000404274	2073.325	2057.149	16.176	-0.01101	0.7015	
YBL001C	0.2903	2154	20001561245	429.755	431.280	-1.525	0.01968	0.03522	
YBL002W	0.7558	3019	20009027327	545.876	546.795	-0.919	0.03376	0.07885	
YBL003C	0.7568	3410	20015034820	550.065	549.925	0.139	-0.00178	0.06945	
YBL004W	0.01949	51519	20000147547	19663.146	19113.197	549.949	-0.06075	116.7	
YBL005W	0.02043	19626	20001078462	4930.352	4935.031	-4.678	-0.03361	6.244	
YBL006C	0.1949	3945	20007374858	755.339	754.076	1.263	-0.01584	0.09759	
YBL007C	0.1244	26818	20000118090	6768.165	6741.457	26.709	-0.1096	11.13	
YBL008W	0.004643	17908	20000344877	4087.793	4076.235	11.558	-0.02801	3.994	
YBL009W	0.008552	14078	20000212450	3246.024	3212.079	33.945	0.02	3.031	
YBL010C	0.004229	5508	20006259645	1206.059	1201.153	4.906	-0.02786	0.3467	
YBL011W	0.05449	15822	20004277694	3630.061	3600.072	29.989	-0.06791	2.473	
YBL013W	0.001373	9079	20001619627	1757.923	1769.215	-11.292	-0.02469	0.5842	
YBL014C	0.008265	18207	20000477476	4513.524	4461.161	52.363	-0.02287	5.421	
YBL015W	0.06615	11326	20000839936	2346.394	2359.942	-13.548	-0.06947	1.199	
YBL016W	0.05935	7502	20000973074	1541.193	1527.533	13.660	-0.04597	0.4075	
YBL017C	0.01178	31408	20001014741	9089.801	8972.654	117.147	0.03064	17.7	
YBL018C	0.1121	2611	20012606436	552.079	552.694	-0.615	-0.01141	0.07818	
YBL019W	0.006221	10578	20000109456	2349.104	2347.054	2.050	0.02342	1.09	
YBL020W	0.03439	12175	20006326853	2637.562	2642.254	-4.692	-0.02307	1.923	
YBL021C	0.05008	2794	20002308027	598.574	600.748	-2.174	0.01554	0.08764	
YBL022C	0.1225	23379	20000482910	5988.275	5914.467	73.809	-0.005487	8.556	
YBL023C	0.01862	18574	20000264713	4358.206	4354.778	3.428	0.07769	4.537	
YBL024W	0.1272	14238	20001836673	3238.367	3184.090	54.277	-0.04033	2.037	
YBL025W	0.02827	2813	20019801536	605.379	602.650	2.729	0.00372	0.06779	
YBL026W	0.1588	1938	20024239253	394.701	392.589	2.112	-0.001268	0.02811	
YBL027W	3.059	4262	20009915886	799.958	797.302	2.655	0.02143	0.1132	
YBL028C	0.06786	2029	20000136193	438.895	436.988	1.907	-0.01708	0.03182	
YBL029W	0.002739	7809	20001818422	1660.031	1647.698	12.333	-0.04387	0.6533	
YBL030C	1.491	7351	20001071147	1368.431	1366.131	2.300	-0.03096	0.3646	
YBL031W	0.003607	7218	20001124134	1470.284	1475.338	-5.053	-0.00864	0.5543	
YBL032W	0.07395	8295	20005020730	1664.066	1661.920	2.146	-0.02156	0.4826	
YBL033C	0.07846	7340	20000145250	1509.832	1501.985	7.847	-0.02314	0.5791	
YBL034C	0.01999	29553	20000781505	8552.934	8607.035	-54.101	-0.02986	19.51	
YBL035C	0.04073	15249	20001033405	3340.510	3363.105	-22.596	0.01601	2.633	
YBL036C	0.1141	5051	20004124146	1091.134	1092.566	-1.432	-0.003463	0.239	
YBL037W	0.009072	21826	20000279852	5276.715	5269.067	7.648	-0.03624	6.72	
YBL038W	0.09736	4922	20001310980	983.294	985.201	-1.906	0.01568	0.1748	
YBL039C	0.4582	11944	20000802574	2667.742	2619.233	48.509	-0.04803	1.133	
YBL040C	0.1301	4433	20001931030	920.904	929.143	-8.240	0.04416	0.2038	
YBL041W	0.2396	5129	20007019212	1015.696	1018.737	-3.041	-0.01539	0.2006	
YBL042C	0.1333	13606	20000723682	2973.078	2927.371	45.707	-0.03826	1.69	
YBL043W	0.01797	5075	20003093488	1090.221	1089.219	1.002	-0.00564	0.2192	
YBL044W	0.006793	2455	20018498304	507.960	508.964	-1.005	0.03347	0.04632	
YBL045C	0.1741	10316	20006080024	2041.946	2021.445	20.501	-0.06072	0.9206	
YBL046W	0.01851	7690	20010350524	1945.769	1949.580	-3.811	0.07777	0.6778	
YBL047C	0.0317	29071	20000562963	7702.092	7678.732	23.359	-0.085	13.72	
YBL049W	0.003886	2712	20003214356	572.603	575.721	-3.118	0.03228	0.05273	
YBL050W	0.1331	5750	20001928986	1256.004	1254.247	1.757	0.01196	0.355	
YBL051C	0.03351	13822	20000836223	3172.719	3170.418	2.302	-0.004318	2.916	
YBL052C	0.005879	15977	20001221469	4038.774	4001.926	36.848	-0.0213	2.812	
YBL054W	0.04812	10941	20000093056	2379.978	2390.086	-10.107	0.03166	1.326	
YBL055C	0.09544	8332	20000327933	1840.357	1828.364	11.992	-0.04427	0.6238	
YBL056W	0.07293	9316	20000049256	2067.765	2071.747	-3.982	-0.03468	0.8626	
YBL057C	0.0887	4538	20006227641	903.775	906.667	-2.893	0.02492	0.1783	
YBL058W	0.2961	8915	20002319048	1881.894	1863.572	18.322	-0.03919	0.7091	
YBL059W	0.01267	3877	20001697885	819.545	817.912	1.633	0.03329	0.1798	
YBL060W	0.00546	13478	20000675895	3187.472	3222.719	-35.247	-0.02324	2.507	
YBL061C	0.06041	14377	20003100414	3244.160	3268.303	-24.144	-0.01235	2.161	
YBL063W	0.004451	21752	20002956494	5828.510	5823.103	5.407	0.01445	9.225	
YBL064C	0.1106	5515	20001097222	1117.539	1113.360	4.179	0.03794	0.2168	
YBL066C	0.001105	24587	20000038212	6070.117	6040.391	29.726	-0.02555	8.742	
YBL067C	0.007985	14909	20001181450	3582.092	3541.160	40.932	-0.01131	2.68	
YBL068W	0.2072	7192	20003759405	1417.003	1409.530	7.473	-0.01921	0.3851	
