ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23656	20000739006	6228.556	5851.110	377.446	-0.3489	7.055	
YAL002W	0.003231	26651	20000983507	6989.196	6828.447	160.749	-0.1802	11.45	
YAL003W	4.073	1804	20004229755	867.318	841.690	25.628	-0.1489	0.0546	
YAL005C	1.19	5781	20006239960	2979.078	2703.755	275.322	-0.559	0.5734	
YAL007C	0.09272	4341	20003346913	906.099	897.378	8.720	-0.0914	0.1696	
YAL008W	0.07363	4186	20001625884	832.344	823.819	8.526	-0.0748	0.122	
YAL009W	0.02451	5363	20001255489	1099.571	1092.664	6.907	-0.07853	0.1732	
YAL010C	0.008606	10205	20006910851	2212.688	2200.644	12.044	-0.07307	1.215	
YAL011W	0.01638	12132	20003087735	2899.791	2823.417	76.374	-0.2095	1.495	
YAL012W	1.262	4696	20006652336	1722.638	1631.713	90.926	-0.311	0.2135	
YAL013W	0.06334	7791	20005342221	1852.138	1815.010	37.128	-0.1679	0.5257	
YAL014C	0.02744	5387	20002814710	1101.464	1094.040	7.424	-0.005907	0.3543	
YAL015C	0.02572	8111	20000052676	1781.162	1739.364	41.797	-0.04363	0.5486	
YAL016W	0.2432	10489	20000080527	2972.501	2716.318	256.183	-0.5084	0.9163	
YAL017W	0.009617	27788	20000580856	7515.956	7096.759	419.197	-0.4289	9.942	
YAL018C	0.007849	6607	20002688092	1398.658	1404.316	-5.658	0.02524	0.3914	
YAL019W	0.03881	20920	20000554992	5867.925	5339.449	528.476	-0.7071	4.396	
YAL020C	0.0247	7143	20001043036	1450.668	1436.765	13.903	-0.05337	0.4025	
YAL021C	0.0777	14642	20000689816	4049.183	3735.067	314.117	-0.5986	2.033	
YAL022C	0.09222	10098	20000266235	2338.171	2229.947	108.224	-0.3067	0.7208	
YAL023C	0.3228	10351	20001415690	3692.880	3274.929	417.950	-0.6469	1.172	
YAL024C	0.002008	28816	20000161667	8099.131	8050.499	48.632	-0.1444	16.35	
YAL025C	0.08824	5447	20003682787	1321.460	1299.674	21.786	-0.07912	0.1879	
YAL026C	0.003022	28078	20000186502	7497.795	7243.832	253.963	-0.2912	11.38	
YAL027W	0.02962	5514	20002892097	1122.679	1107.588	15.091	-0.05088	0.237	
YAL028W	0.00626	10855	20001993865	2384.759	2372.855	11.904	-0.1257	1.366	
YAL029C	0.0107	28662	20002061183	8393.316	7738.712	654.604	-0.645	11.17	
YAL030W	0.2404	2437	20011226318	484.566	482.988	1.577	-0.02918	0.0391	
YAL031C	0.01527	16328	20000869541	3698.843	3577.035	121.808	-0.2145	2.855	
YAL032C	0.005799	8055	20003856438	1668.590	1645.518	23.072	-0.05647	0.4691	
YAL033W	0.07453	3443	20004606175	719.525	717.899	1.625	-0.05101	0.07954	
YAL034C	0.001526	8905	20007872099	1838.099	1842.943	-4.843	0.05308	0.9418	
YAL034WA	0.006985	5822	20008925390	1244.407	1243.768	0.639	-0.005251	0.4443	
YAL035W	0.2857	12086	20000836556	5102.699	4385.325	717.375	-0.9474	1.91	
YAL036C	0.3492	6329	20001838959	1606.922	1539.044	67.878	-0.3007	0.2852	
YAL037W	0.008014	5350	20000240142	1142.137	1140.580	1.557	-0.04037	0.3034	
YAL038W	14.56	1323	20071436459	2242.454	2083.360	159.094	-0.4369	0.3398	
YAL039C	0.2378	4765	20002660039	1146.925	1120.294	26.631	-0.1787	0.157	
YAL040C	0.01916	12708	20001259136	2682.945	2614.197	68.748	-0.1922	1.602	
YAL041W	0.01412	16982	20001925567	4200.700	4018.377	182.323	-0.265	3.121	
