ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23417	20000390814	6066.310	5801.515	264.795	-0.4056	6.638	
YAL002W	0.003231	26510	20000682970	6931.194	6831.287	99.907	-0.1704	11.33	
YAL003W	4.073	1795	20003500748	858.823	841.312	17.511	-0.1443	0.04857	
YAL005C	1.19	5796	20008788177	2998.918	2708.515	290.403	-0.5597	0.5967	
YAL007C	0.09272	4566	20000105822	907.551	894.141	13.410	-0.1026	0.135	
YAL008W	0.07363	4259	20001407650	833.640	827.145	6.495	-0.05102	0.1242	
YAL009W	0.02451	5395	20008307261	1101.334	1094.856	6.478	-0.06372	0.1724	
YAL010C	0.008606	10019	20004685393	2219.580	2205.051	14.528	-0.03849	1.099	
YAL011W	0.01638	12071	20001698535	2882.788	2862.837	19.950	-0.1191	1.542	
YAL012W	1.262	4713	20014575700	1734.826	1632.827	101.998	-0.3209	0.2322	
YAL013W	0.06334	7774	20003140632	1844.637	1812.505	32.132	-0.1801	0.5275	
YAL014C	0.02744	5308	20003751741	1098.658	1082.345	16.313	-0.05667	0.2623	
YAL015C	0.02572	8206	20001714318	1758.166	1732.904	25.261	-0.126	0.5667	
YAL016W	0.2432	10338	20000170014	3000.984	2709.754	291.231	-0.543	0.9847	
YAL017W	0.009617	27535	20000846563	7444.551	7161.201	283.349	-0.372	10.1	
YAL018C	0.007849	6759	20001830232	1415.622	1409.863	5.758	-0.006403	0.4766	
YAL019W	0.03881	20893	20000814141	5841.908	5339.030	502.878	-0.6986	4.491	
YAL020C	0.0247	7244	20000015665	1445.757	1432.680	13.077	-0.06549	0.3627	
YAL021C	0.0777	14580	20000870193	4148.975	3724.663	424.312	-0.6501	2.103	
YAL022C	0.09222	10001	20002654782	2362.478	2237.400	125.077	-0.2882	0.7404	
YAL023C	0.3228	10374	20001341457	3648.753	3271.313	377.440	-0.6187	1.027	
YAL024C	0.002008	28958	20000162344	8133.024	7962.229	170.795	-0.2293	15.97	
YAL025C	0.08824	5413	20009566637	1312.266	1290.995	21.271	-0.1242	0.173	
YAL026C	0.003022	27840	20000007006	7478.368	7360.206	118.162	-0.1279	11.7	
YAL027W	0.02962	5496	20005957665	1112.936	1116.597	-3.661	0.01128	0.2898	
YAL028W	0.00626	11007	20000255291	2427.042	2381.525	45.517	-0.03633	1.222	
YAL029C	0.0107	28760	20002679481	8551.331	7711.447	839.883	-0.747	11.99	
YAL030W	0.2404	2424	20003063523	484.606	481.003	3.603	-0.04482	0.02781	
YAL031C	0.01527	16197	20000064167	3683.359	3532.594	150.765	-0.3018	2.542	
YAL032C	0.005799	7931	20002826847	1649.218	1658.888	-9.671	0.004602	0.5295	
YAL033W	0.07453	3421	20002383907	724.992	719.346	5.645	-0.02054	0.08226	
YAL034C	0.001526	8880	20000456117	1842.629	1835.113	7.517	0.02747	0.845	
YAL034WA	0.006985	5840	20000242610	1249.629	1241.209	8.420	-0.03028	0.3904	
YAL035W	0.2857	12212	20002489287	5200.438	4388.854	811.583	-1.002	2.263	
YAL036C	0.3492	6291	20002327175	1613.425	1545.268	68.157	-0.2748	0.2872	
YAL037W	0.008014	5507	20007363169	1149.701	1131.739	17.962	-0.09245	0.3132	
YAL038W	14.56	1299	20000380571	2240.278	2082.902	157.376	-0.4386	0.3412	
YAL039C	0.2378	4881	20004556171	1151.652	1121.995	29.657	-0.1759	0.1801	
YAL040C	0.01916	12616	20000237959	2668.931	2620.752	48.179	-0.1393	1.586	
YAL041W	0.01412	16810	20000429624	4180.383	4044.741	135.642	-0.2738	3.272	
YAL042W	0.4625	6265	20000777759	1829.130	1734.485	94.645	-0.343	0.3372	
YAL043C	0.02276	16402	20000443688	3848.153	3638.306	209.847	-0.3444	2.723	
YAL044C	1.007	2729	20003538053	712.922	696.512	16.410	-0.1081	0.03998	
YAL046C	0.06163	2423	20002483321	488.797	489.470	-0.673	0.00282	0.05132	
YAL047C	0.006219	12030	20000041632	2899.166	2877.229	21.937	-0.01724	2.201	
YAL048C	0.00264	13925	20001050218	3108.232	3100.031	8.200	-0.01262	2.478	
YAL049C	0.2205	4818	20000045696	1040.332	1025.288	15.044	-0.09212	0.1406	
YAL051W	0.01629	20862	20003147754	5436.330	5095.538	340.792	-0.4475	5.716	
YAL053W	0.148	13687	20000383774	3810.616	3418.487	392.129	-0.667	1.615	
YAL054C	0.003736	15947	20000157810	3337.924	3353.154	-15.230	0.01661	2.476	
YAL055W	0.08669	3721	20016740009	750.202	749.321	0.880	-0.0336	0.08457	
YAL056W	0.0126	17799	20000105837	4348.228	4195.642	152.586	-0.2384	3.185	
YAL058W	0.05662	10134	20001189603	2288.646	2182.601	106.044	-0.2753	0.8138	
YAL059W	0.1477	4249	20000229890	891.848	880.431	11.417	-0.08645	0.1118	
YAL060W	0.1071	7310	20011619726	1668.479	1618.126	50.353	-0.1999	0.3369	
YAL061W	0.01077	8677	20000221718	1826.867	1827.760	-0.893	-0.0355	0.6076	
YAL062W	0.02865	9610	20003207260	2024.366	1983.506	40.861	-0.1345	0.5647	
YAL063C	0.000671	31748	20001315160	7489.583	7365.006	124.577	-0.1603	14.38	
YAL064CA	0.004815	2762	20002685794	524.345	521.140	3.206	-0.007941	0.05036	
YAL064W	0.005307	2239	20023946363	448.321	448.210	0.110	-0.002045	0.05447	
YAL064WB	0.005464	3060	20009709912	522.063	523.817	-1.755	0.0109	0.04932	
YAL065C	0.002324	2904	20004215399	530.778	530.191	0.587	-0.02768	0.05589	
YAL067C	0.003482	11902	20000456233	2714.196	2712.317	1.878	0.002088	1.568	
YAL068C	0.05321	2901	20005923075	495.988	497.191	-1.203	0.01098	0.04683	
YAR002CA	0.3306	4007	20006842321	926.701	903.602	23.098	-0.1397	0.09868	
YAR002W	0.08884	10552	20004847921	2432.145	2329.733	102.412	-0.3229	0.8046	
YAR003W	0.01736	8657	20001861923	1877.763	1856.924	20.840	-0.1067	0.573	
YAR007C	0.07204	11773	20002400300	2852.446	2707.653	144.793	-0.3619	1.013	
YAR008W	0.06365	5691	20003701346	1170.947	1160.662	10.285	-0.08679	0.2132	
YAR014C	0.01781	13557	20001483062	3312.510	3241.492	71.017	-0.1704	1.877	
YAR015W	0.2413	5612	20000191344	1309.958	1275.527	34.432	-0.1851	0.1981	
YAR018C	0.02681	8360	20002597940	1937.417	1905.812	31.605	-0.09122	0.652	
YAR019C	0.004468	20219	20000279504	4978.471	4811.270	167.200	-0.1337	5.31	
