ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23434	20000856252	6153.669	5951.914	201.755	-0.3453	7.651	
YAL002W	0.003231	25977	20000218101	7136.315	6943.046	193.270	-0.08466	12.56	
YAL003W	4.073	1699	20002836034	892.424	868.515	23.909	-0.1526	0.05236	
YAL005C	1.19	5603	20014497168	2998.290	2738.220	260.071	-0.5689	0.6056	
YAL007C	0.09272	4454	20000842933	935.600	920.876	14.723	-0.09785	0.1275	
YAL008W	0.07363	4142	20001822779	856.480	853.560	2.921	-0.06772	0.1279	
YAL009W	0.02451	5304	20001332060	1138.088	1128.125	9.963	-0.06238	0.2116	
YAL010C	0.008606	9930	20005752064	2218.696	2217.532	1.165	-0.1359	1.143	
YAL011W	0.01638	11867	20000675442	2936.224	2884.766	51.458	-0.1477	1.587	
YAL012W	1.262	4633	20001931885	1765.466	1662.269	103.197	-0.3089	0.2068	
YAL013W	0.06334	7718	20000646485	1901.101	1840.075	61.026	-0.1992	0.6435	
YAL014C	0.02744	5431	20002249174	1127.932	1108.324	19.608	-0.1031	0.3329	
YAL015C	0.02572	8311	20003277145	1787.734	1772.453	15.282	-0.09386	0.5858	
YAL016W	0.2432	10360	20001207884	3019.072	2734.988	284.084	-0.5496	0.9674	
YAL017W	0.009617	27400	20002311586	7504.286	7097.110	407.176	-0.4545	9.405	
YAL018C	0.007849	6882	20000408976	1432.718	1423.014	9.704	-0.04975	0.4026	
YAL019W	0.03881	20866	20002374576	5918.586	5348.721	569.865	-0.7446	4.586	
YAL020C	0.0247	7168	20005233449	1474.925	1477.131	-2.206	0.02696	0.3746	
YAL021C	0.0777	14735	20001035347	4050.918	3769.787	281.131	-0.5864	1.895	
YAL022C	0.09222	9769	20000353338	2383.760	2260.348	123.412	-0.3114	0.7736	
YAL023C	0.3228	10463	20002939483	3685.460	3302.115	383.345	-0.644	1.129	
YAL024C	0.002008	28985	20000165986	8197.486	8033.014	164.473	-0.1887	15.61	
YAL025C	0.08824	5327	20001021507	1341.747	1324.851	16.896	-0.09003	0.2359	
YAL026C	0.003022	27805	20000152066	7523.099	7400.648	122.451	-0.1682	12.54	
YAL027W	0.02962	5410	20007548852	1148.138	1132.105	16.033	-0.09388	0.2472	
YAL028W	0.00626	11202	20000528120	2437.298	2402.698	34.600	-0.07889	1.255	
YAL029C	0.0107	28751	20001147047	8582.420	7814.411	768.009	-0.7038	12.9	
YAL030W	0.2404	2459	20009956660	513.184	510.550	2.634	-0.009625	0.03071	
YAL031C	0.01527	16251	20001164228	3734.301	3613.791	120.509	-0.2306	2.871	
YAL032C	0.005799	8117	20003482806	1690.094	1688.857	1.237	0.01208	0.5292	
YAL033W	0.07453	3412	20003556547	752.913	748.291	4.622	-0.01605	0.07779	
YAL034C	0.001526	8746	20003063390	1854.478	1869.588	-15.110	-0.001113	0.9226	
YAL034WA	0.006985	6019	20025844773	1280.454	1272.898	7.556	0.007991	0.4098	
YAL035W	0.2857	12136	20000728485	5196.848	4437.497	759.351	-0.9868	2.225	
YAL036C	0.3492	6073	20000694026	1637.692	1567.904	69.788	-0.2969	0.2772	
YAL037W	0.008014	5458	20001155724	1177.187	1172.592	4.595	0.02443	0.3147	
YAL038W	14.56	1305	20009312869	2286.612	2110.578	176.034	-0.4494	0.3534	
YAL039C	0.2378	4755	20001474625	1182.721	1149.154	33.567	-0.1814	0.1868	
YAL040C	0.01916	12562	20001523447	2706.325	2661.898	44.427	-0.1301	1.688	
YAL041W	0.01412	16864	20000362099	4240.067	4081.381	158.686	-0.2583	3.161	
YAL042W	0.4625	6105	20007587596	1863.546	1763.560	99.986	-0.3318	0.3439	
YAL043C	0.02276	16411	20001204865	3890.499	3638.993	251.506	-0.454	2.775	
YAL044C	1.007	2544	20005533512	744.417	723.260	21.157	-0.1187	0.04341	
YAL046C	0.06163	2409	20009001022	517.829	514.567	3.262	-0.03972	0.05911	
YAL047C	0.006219	11854	20001002414	2925.286	2882.937	42.349	-0.1679	2.165	
YAL048C	0.00264	13775	20001622989	3159.534	3094.648	64.885	-0.1497	2.324	
YAL049C	0.2205	4658	20004559724	1063.220	1048.293	14.926	-0.1073	0.107	
YAL051W	0.01629	20873	20000258787	5397.808	5099.984	297.823	-0.4194	5.022	
YAL053W	0.148	13606	20000019204	3797.521	3453.658	343.863	-0.5938	1.375	
YAL054C	0.003736	15925	20001083634	3383.948	3380.365	3.584	-0.02945	2.38	
YAL055W	0.08669	3712	20003068574	779.879	777.890	1.989	-0.03485	0.0848	
YAL056W	0.0126	17644	20000157628	4405.835	4258.714	147.121	-0.1661	3.218	
YAL058W	0.05662	9866	20000580101	2327.962	2210.289	117.673	-0.273	0.811	
YAL059W	0.1477	4272	20000684495	920.501	912.294	8.207	-0.07319	0.1394	
YAL060W	0.1071	7507	20000596761	1694.505	1650.321	44.184	-0.1758	0.3179	
YAL061W	0.01077	8786	20001656388	1867.478	1835.070	32.408	-0.1133	0.5302	
YAL062W	0.02865	9608	20000889473	2067.650	2038.490	29.161	-0.04144	0.6117	
