ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23494	20001510024	6190.570	5960.202	230.368	-0.2828	7.607	
YAL002W	0.003231	26619	20000353805	6936.841	6831.404	105.437	-0.2658	10.84	
YAL003W	4.073	1617	20001063031	900.267	878.443	21.824	-0.159	0.05297	
YAL005C	1.19	5634	20001512593	3025.107	2743.323	281.784	-0.5781	0.5974	
YAL007C	0.09272	4397	20002063130	942.995	935.349	7.646	-0.0632	0.1573	
YAL008W	0.07363	4258	20007483555	871.325	865.929	5.396	-0.05347	0.1332	
YAL009W	0.02451	5498	20003322481	1149.318	1137.813	11.504	-0.07188	0.2245	
YAL010C	0.008606	10077	20001550024	2264.045	2245.001	19.044	-0.03721	1.155	
YAL011W	0.01638	12211	20001305189	2951.593	2885.772	65.821	-0.1551	1.445	
YAL012W	1.262	4476	20009649768	1790.396	1669.530	120.866	-0.3401	0.2503	
YAL013W	0.06334	7642	20003285354	1912.890	1852.070	60.820	-0.2058	0.6922	
YAL014C	0.02744	5466	20000877497	1136.403	1121.553	14.850	-0.08444	0.3549	
YAL015C	0.02572	8395	20002107077	1819.424	1773.263	46.160	-0.1105	0.6195	
YAL016W	0.2432	10301	20002853460	3004.081	2754.119	249.962	-0.5229	0.9185	
YAL017W	0.009617	27774	20000082803	7660.203	7084.027	576.176	-0.4741	9.434	
YAL018C	0.007849	6760	20000718156	1453.487	1430.031	23.456	-0.07251	0.3722	
YAL019W	0.03881	20734	20002040691	5897.531	5389.266	508.266	-0.674	4.266	
YAL020C	0.0247	7105	20006293805	1486.726	1469.723	17.003	-0.07152	0.349	
YAL021C	0.0777	14530	20002346153	4121.560	3777.095	344.465	-0.6408	2.183	
YAL022C	0.09222	9799	20000069128	2379.971	2280.613	99.358	-0.2569	0.721	
YAL023C	0.3228	10376	20001637782	3654.238	3315.018	339.220	-0.6425	1.102	
YAL024C	0.002008	28799	20000375930	8307.645	8179.649	127.996	-0.04219	17.42	
YAL025C	0.08824	5395	20010969670	1352.060	1340.824	11.236	-0.07734	0.2444	
YAL026C	0.003022	27749	20001893655	7591.643	7383.537	208.106	-0.1721	11.72	
YAL027W	0.02962	5565	20000336737	1153.921	1144.567	9.354	-0.06381	0.2424	
YAL028W	0.00626	10994	20002219626	2448.394	2425.535	22.860	-0.05841	1.421	
YAL029C	0.0107	28754	20001258780	8691.806	7841.525	850.280	-0.7189	13.15	
YAL030W	0.2404	2353	20006983095	524.654	520.747	3.907	-0.01766	0.0439	
YAL031C	0.01527	16199	20002349433	3748.739	3672.518	76.220	-0.1559	3.396	
YAL032C	0.005799	8137	20001077325	1699.478	1687.804	11.675	-0.01582	0.4554	
YAL033W	0.07453	3571	20000177419	764.372	759.401	4.971	-0.0275	0.08738	
YAL034C	0.001526	9043	20002535273	1863.619	1866.497	-2.877	-0.01807	0.8641	
YAL034WA	0.006985	5836	20001046276	1278.890	1283.095	-4.205	-0.01116	0.403	
YAL035W	0.2857	12125	20002337393	5144.516	4427.881	716.635	-0.9771	1.974	
YAL036C	0.3492	6217	20000285038	1662.645	1577.403	85.242	-0.3026	0.2916	
YAL037W	0.008014	5555	20012528865	1187.366	1179.388	7.978	-0.05957	0.3708	
YAL038W	14.56	1218	20005600773	2286.177	2121.457	164.720	-0.4551	0.3572	
YAL039C	0.2378	4791	20001513413	1190.847	1164.988	25.859	-0.1572	0.2233	
YAL040C	0.01916	12511	20000648125	2724.329	2642.545	81.784	-0.2489	1.66	
YAL041W	0.01412	16983	20002789725	4232.060	4097.554	134.507	-0.2337	3.214	
YAL042W	0.4625	6088	20001178702	1875.626	1773.999	101.627	-0.3368	0.3246	
YAL043C	0.02276	16360	20000329086	3900.757	3704.983	195.774	-0.3794	3.142	
YAL044C	1.007	2504	20003795818	747.569	732.724	14.845	-0.1483	0.05964	
YAL046C	0.06163	2398	20008794000	530.338	527.548	2.791	0.01933	0.07361	
YAL047C	0.006219	11631	20002326025	2951.340	2971.820	-20.480	0.08719	2.43	
YAL048C	0.00264	13951	20000546413	3144.284	3186.618	-42.334	0.047	2.908	
YAL049C	0.2205	4648	20002521125	1076.887	1059.303	17.585	-0.1186	0.1349	
YAL051W	0.01629	20931	20001262776	5390.127	5184.709	205.417	-0.3989	5.643	
YAL053W	0.148	13469	20000618552	3842.888	3458.984	383.904	-0.6749	1.633	
YAL054C	0.003736	15790	20001142460	3403.512	3363.708	39.804	-0.112	2.282	
YAL055W	0.08669	3658	20006126202	792.050	788.430	3.620	-0.03409	0.0924	
YAL056W	0.0126	17937	20001143164	4414.646	4261.668	152.979	-0.2109	3.22	
YAL058W	0.05662	9850	20002838621	2307.943	2222.163	85.780	-0.2855	0.8103	
YAL059W	0.1477	4205	20001642968	931.769	919.867	11.902	-0.1076	0.1292	
YAL060W	0.1071	7457	20000054520	1698.450	1654.790	43.660	-0.2139	0.355	
YAL061W	0.01077	8839	20000515075	1871.366	1877.221	-5.854	0.0004594	0.6326	
YAL062W	0.02865	9710	20001113342	2080.597	2029.533	51.064	-0.1076	0.5864	
YAL063C	0.000671	31932	20000093010	7529.389	7512.723	16.665	-0.009531	15.62	
YAL064CA	0.004815	2763	20002986936	559.786	560.929	-1.143	0.009165	0.05769	
YAL064W	0.005307	2255	20016352460	484.769	483.047	1.722	-0.03121	0.05334	
YAL064WB	0.005464	2921	20006721964	561.677	560.116	1.561	-0.01252	0.06216	
YAL065C	0.002324	2983	20006012860	568.195	568.975	-0.779	-0.01875	0.06562	
YAL067C	0.003482	11563	20000549000	2776.216	2744.562	31.655	-0.01427	1.489	
YAL068C	0.05321	2872	20002774228	535.017	533.619	1.398	-0.004705	0.04853	
YAR002CA	0.3306	3861	20002388357	957.955	938.861	19.094	-0.1729	0.1147	
YAR002W	0.08884	10361	20000752543	2515.914	2371.962	143.952	-0.328	0.7694	
YAR003W	0.01736	8640	20001588066	1925.139	1908.249	16.891	-0.1041	0.7177	
YAR007C	0.07204	11509	20000117018	2913.862	2775.333	138.529	-0.3335	1.193	
YAR008W	0.06365	5579	20000279099	1212.711	1206.457	6.254	-0.07005	0.29	
YAR014C	0.01781	13677	20000063738	3388.363	3295.726	92.637	-0.1813	2.111	
YAR015W	0.2413	5521	20001024538	1350.208	1318.301	31.907	-0.1927	0.228	
YAR018C	0.02681	8470	20000494600	1986.633	1954.657	31.977	-0.06943	0.6825	
YAR019C	0.004468	20081	20000009675	4983.370	4884.565	98.805	-0.1505	5.896	
YAR020C	0.9946	1303	20009006500	263.880	262.023	1.857	-0.03284	0.007069	
YAR023C	0.005318	3599	20002740354	787.122	786.884	0.238	-0.005067	0.08313	
YAR027W	0.05885	4855	20001042724	1032.657	1025.500	7.157	-0.05628	0.1739	
YAR028W	0.02089	4658	20003165392	1023.138	1026.420	-3.282	-0.0379	0.2126	
YAR029W	0.002071	1234	20033386592	341.874	341.549	0.325	-0.03442	0.02774	
YAR031W	0.002175	5598	20000480486	1318.241	1310.191	8.050	-0.03953	0.2828	
YAR033W	0.0186	4929	20004098700	1037.500	1037.594	-0.094	0.02899	0.2576	
YAR035W	0.01023	15014	20000217357	3317.806	3235.325	82.481	-0.1054	2.145	
YAR042W	0.01532	23480	20000395848	6254.713	5915.019	339.693	-0.4926	6.024	
YAR050W	0.001264	37261	20002002582	9356.109	9187.645	168.464	-0.1035	23.44	
YAR064W	0.001266	2002	20000511712	448.051	445.947	2.104	-0.01852	0.03794	
YAR066W	0.005157	4754	20000519241	891.515	891.029	0.486	-0.005616	0.1292	
YAR068W	0.01535	4103	20001327497	719.914	714.708	5.206	-0.05224	0.1678	
YAR071W	0.3374	6931	20003484681	2079.365	2007.511	71.854	-0.3407	0.4372	
YBL001C	0.2903	2006	20030381062	467.111	465.360	1.751	-0.0332	0.03988	
YBL002W	0.7558	2395	20034202311	582.260	572.590	9.671	-0.1094	0.04187	
YBL003C	0.7568	2716	20011825530	588.514	576.708	11.806	-0.1213	0.05317	
YBL004W	0.01949	44198	20000117431	18873.105	14028.028	4845.076	-2.649	34.38	
YBL005W	0.02043	19476	20000022380	5042.486	4725.166	317.320	-0.4019	4.537	
YBL006C	0.1949	3607	20014926280	796.203	788.550	7.653	-0.07706	0.1053	
YBL007C	0.1244	18814	20000836249	6912.349	5723.068	1189.281	-1.312	4.644	
YBL008W	0.004643	17635	20001356413	4171.960	4089.424	82.536	-0.07094	3.667	
YBL009W	0.008552	14081	20003850607	3241.614	3192.924	48.690	-0.1487	2.628	
YBL010C	0.004229	5500	20003395074	1249.433	1247.790	1.643	0.02919	0.3872	
YBL011W	0.05449	14810	20000550977	3703.995	3431.672	272.323	-0.4838	1.647	
YBL013W	0.001373	9116	20001113591	1823.445	1814.584	8.862	-0.02323	0.7243	
