ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23479	20001006038	6633.827	6216.121	417.706	-0.4105	7.789	
YAL002W	0.003231	26663	20002408842	7462.671	7093.147	369.523	-0.3552	12.41	
YAL003W	4.073	1175	20003257708	1129.242	1094.959	34.283	-0.2377	0.09508	
YAL005C	1.19	4944	20005613164	3341.037	2977.097	363.940	-0.6681	0.7506	
YAL007C	0.09272	4345	20004620390	1176.440	1155.289	21.151	-0.1566	0.2599	
YAL008W	0.07363	4179	20004663791	1109.330	1095.802	13.528	-0.02674	0.2766	
YAL009W	0.02451	5430	20002175895	1396.692	1372.023	24.669	-0.0773	0.3819	
YAL010C	0.008606	10235	20000198616	2523.957	2499.348	24.609	-0.0933	1.647	
YAL011W	0.01638	12310	20004885083	3229.702	3127.810	101.892	-0.2064	1.853	
YAL012W	1.262	4075	20003451086	2007.392	1895.138	112.254	-0.427	0.3335	
YAL013W	0.06334	7597	20002365729	2165.809	2092.620	73.189	-0.2623	0.8517	
YAL014C	0.02744	5398	20002712069	1388.239	1354.327	33.912	-0.1397	0.6081	
YAL015C	0.02572	8196	20000461260	2039.782	2018.263	21.519	-0.1327	0.9041	
YAL016W	0.2432	9860	20000131788	3304.041	2994.938	309.103	-0.6026	1.161	
YAL017W	0.009617	27763	20000861184	7909.511	7409.517	499.994	-0.588	10.98	
YAL018C	0.007849	6676	20002149405	1695.120	1684.082	11.038	-0.02925	0.7319	
YAL019W	0.03881	20756	20000725191	6271.751	5648.837	622.915	-0.8174	5.149	
YAL020C	0.0247	7126	20001637069	1735.118	1711.606	23.513	-0.0883	0.6223	
YAL021C	0.0777	14311	20000203122	4440.085	4047.100	392.985	-0.7068	2.594	
YAL022C	0.09222	9709	20001095492	2658.917	2504.876	154.041	-0.4356	1.06	
YAL023C	0.3228	9679	20001280524	3989.439	3556.585	432.855	-0.7922	1.516	
YAL024C	0.002008	28472	20000454922	8744.985	8414.900	330.085	-0.2059	17.94	
YAL025C	0.08824	5294	20001396585	1590.647	1561.531	29.116	-0.1797	0.3386	
YAL026C	0.003022	28262	20000602763	7987.832	7827.070	160.762	-0.07367	14.16	
YAL027W	0.02962	5402	20005073591	1398.350	1381.341	17.009	-0.07851	0.4423	
YAL028W	0.00626	11090	20007285856	2701.609	2682.169	19.439	-0.1084	1.851	
YAL029C	0.0107	28695	20002171071	8906.676	8266.767	639.910	-0.667	15.77	
YAL030W	0.2404	2358	20005153074	746.473	733.958	12.515	-0.1452	0.0941	
YAL031C	0.01527	16128	20000533429	4090.289	3879.008	211.281	-0.3049	3.604	
YAL032C	0.005799	7931	20000108871	1945.070	1953.312	-8.243	0.01322	0.7623	
YAL033W	0.07453	3430	20002693663	986.474	980.570	5.904	-0.06704	0.183	
YAL034C	0.001526	8674	20001728838	2136.968	2121.138	15.830	-0.05859	1.354	
YAL034WA	0.006985	5899	20002598281	1522.659	1531.725	-9.066	0.01903	0.7208	
YAL035W	0.2857	11605	20000525713	5536.296	4694.496	841.800	-1.105	2.541	
YAL036C	0.3492	5620	20000228473	1905.409	1801.594	103.815	-0.4115	0.4527	
YAL037W	0.008014	5464	20005193944	1422.755	1422.261	0.494	-0.02897	0.657	
YAL038W	14.56	958	20005162379	2536.178	2346.917	189.261	-0.5517	0.4583	
YAL039C	0.2378	4395	20021605830	1429.053	1379.201	49.852	-0.3003	0.3089	
YAL040C	0.01916	12480	20000026719	2978.458	2928.589	49.868	-0.1937	2.281	
YAL041W	0.01412	16729	20001445361	4541.049	4380.518	160.531	-0.2828	4.159	
YAL042W	0.4625	5527	20002738934	2130.976	1999.198	131.778	-0.4643	0.4777	
YAL043C	0.02276	16491	20000290436	4195.015	3932.074	262.941	-0.5298	3.447	
YAL044C	1.007	2111	20001136341	973.520	947.604	25.916	-0.2454	0.09877	
YAL046C	0.06163	2261	20000375362	748.803	745.173	3.629	-0.06972	0.2043	
YAL047C	0.006219	11817	20000053043	3247.125	3180.592	66.534	-0.1171	2.788	
YAL048C	0.00264	13747	20000679212	3420.361	3425.464	-5.103	-0.007341	2.976	
YAL049C	0.2205	4449	20005182540	1304.827	1280.874	23.953	-0.2015	0.2202	
YAL051W	0.01629	20528	20000429846	5863.407	5420.387	443.020	-0.5384	6.043	
YAL053W	0.148	13113	20005169380	4102.545	3711.995	390.550	-0.7385	1.981	
YAL054C	0.003736	15763	20000509967	3683.618	3690.247	-6.629	0.02845	3.034	
YAL055W	0.08669	3685	20018138726	1018.225	1008.194	10.031	-0.09508	0.1951	
YAL056W	0.0126	17791	20000549188	4772.589	4498.800	273.789	-0.3512	4.009	
YAL058W	0.05662	9877	20003668535	2574.013	2465.599	108.414	-0.3851	1.116	
YAL059W	0.1477	4112	20009347016	1154.650	1142.663	11.987	-0.1664	0.2251	
YAL060W	0.1071	7423	20000344618	1958.835	1883.144	75.691	-0.3147	0.5146	
YAL061W	0.01077	8780	20000492588	2142.046	2127.180	14.866	-0.01091	0.919	
YAL062W	0.02865	9735	20000597765	2329.952	2268.492	61.460	-0.1897	0.7633	
YAL063C	0.000671	32146	20000220544	7937.008	7954.607	-17.599	0.0374	18.07	
YAL064CA	0.004815	2633	20002820773	782.098	780.781	1.317	-0.01921	0.1578	
YAL064W	0.005307	2174	20012224385	709.836	709.648	0.188	0.01758	0.1874	
YAL064WB	0.005464	3072	20011388858	779.714	781.472	-1.758	-0.02896	0.1632	
YAL065C	0.002324	3119	20012423014	793.571	789.421	4.149	-0.03099	0.135	
YAL067C	0.003482	12125	20001313961	3015.387	2972.641	42.747	-0.1751	1.929	
YAL068C	0.05321	2890	20008367443	760.795	752.280	8.515	-0.0565	0.1316	
YAR002CA	0.3306	3475	20008097414	1198.273	1159.873	38.400	-0.2419	0.1782	
YAR002W	0.08884	10086	20000035086	2770.784	2601.623	169.161	-0.4503	1.007	
YAR003W	0.01736	8550	20000674462	2188.789	2143.075	45.714	-0.1981	1.057	
YAR007C	0.07204	11440	20002440092	3233.563	2999.280	234.282	-0.4785	1.499	
YAR008W	0.06365	5697	20001731920	1457.568	1427.230	30.338	-0.1228	0.3928	
YAR014C	0.01781	13636	20000017523	3659.245	3517.799	141.446	-0.3299	2.418	
YAR015W	0.2413	5386	20011581031	1582.771	1533.332	49.439	-0.3046	0.3191	
YAR018C	0.02681	8555	20002172781	2218.469	2214.703	3.766	-0.08767	1.223	
YAR019C	0.004468	20410	20001315856	5319.490	5162.355	157.135	-0.2358	6.696	
YAR020C	0.9946	1009	20044536306	478.294	473.945	4.349	-0.09595	0.03091	
YAR023C	0.005318	3644	20000509306	1008.132	1014.714	-6.582	-0.007341	0.2267	
YAR027W	0.05885	4598	20003328251	1270.217	1251.619	18.598	-0.08835	0.2786	
YAR028W	0.02089	4706	20002998210	1263.945	1252.144	11.801	-0.0674	0.364	
YAR029W	0.002071	1233	20052851039	561.863	557.750	4.113	-0.08067	0.09786	
YAR031W	0.002175	5677	20006536347	1556.436	1560.174	-3.738	0.03212	0.5465	
YAR033W	0.0186	5023	20004153795	1266.749	1260.197	6.552	-0.07298	0.3991	
YAR035W	0.01023	14903	20000599074	3613.067	3525.587	87.480	-0.1199	2.956	
YAR042W	0.01532	23455	20001077636	6712.685	6244.828	467.857	-0.6138	7.513	
YAR050W	0.001264	37363	20000211590	9575.671	9532.983	42.689	-0.2499	25.11	
YAR064W	0.001266	2039	20012495740	666.568	665.875	0.694	-0.02563	0.1278	
YAR066W	0.005157	4863	20004782087	1129.128	1115.565	13.562	-0.03806	0.2835	
YAR068W	0.01535	4082	20006393179	946.405	947.858	-1.452	0.01459	0.3959	
YAR071W	0.3374	6475	20002938314	2362.864	2233.087	129.778	-0.438	0.5081	
YBL001C	0.2903	1927	20010535739	689.126	678.585	10.540	-0.1368	0.08033	
YBL002W	0.7558	2118	20004118973	806.709	787.079	19.630	-0.2081	0.1039	
YBL003C	0.7568	2192	20004359613	811.949	791.937	20.013	-0.1763	0.09307	
YBL004W	0.01949	44005	20000719792	19890.197	14468.356	5421.842	-2.718	38.06	
YBL005W	0.02043	19121	20002393893	5280.863	4990.430	290.433	-0.6071	5.506	
YBL006C	0.1949	3514	20002666746	1026.743	1001.019	25.724	-0.1861	0.1519	
YBL007C	0.1244	18441	20000188100	7191.037	5963.302	1227.735	-1.425	4.948	
YBL008W	0.004643	17733	20000160246	4437.148	4375.199	61.949	-0.1434	4.176	
YBL009W	0.008552	14014	20004364616	3581.045	3486.213	94.832	-0.1554	3.301	
YBL010C	0.004229	5341	20002271946	1478.294	1487.014	-8.720	-0.01984	0.7155	
YBL011W	0.05449	14374	20000682508	3996.980	3690.060	306.921	-0.547	2.154	
YBL013W	0.001373	9262	20002269807	2081.779	2079.443	2.336	0.02629	0.9637	
