ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23823	20000232066	6138.993	5831.433	307.560	-0.4147	6.723	
YAL002W	0.003231	26177	20001828156	7009.978	6717.447	292.531	-0.3217	10.61	
YAL003W	4.073	1776	20004342122	864.953	844.269	20.683	-0.1418	0.05135	
YAL005C	1.19	5850	20002865882	2960.592	2706.261	254.331	-0.5517	0.5706	
YAL007C	0.09272	4560	20001195139	911.213	895.515	15.698	-0.1105	0.1283	
YAL008W	0.07363	4339	20001937478	840.361	826.377	13.984	-0.07768	0.1213	
YAL009W	0.02451	5365	20001446100	1108.222	1103.295	4.927	-0.03189	0.2059	
YAL010C	0.008606	10137	20001541027	2220.417	2199.939	20.478	-0.08157	1.128	
YAL011W	0.01638	12230	20000704298	2916.656	2861.676	54.980	-0.1087	1.494	
YAL012W	1.262	4741	20003767227	1737.700	1634.004	103.696	-0.2987	0.1954	
YAL013W	0.06334	7833	20001842237	1869.839	1801.825	68.014	-0.2407	0.5275	
YAL014C	0.02744	5304	20003902996	1094.647	1078.412	16.236	-0.09979	0.3011	
YAL015C	0.02572	8387	20003804505	1745.828	1745.754	0.074	-0.05627	0.593	
YAL016W	0.2432	10292	20003024014	2966.501	2716.364	250.137	-0.5427	1.02	
YAL017W	0.009617	27927	20000303264	7392.098	6960.368	431.730	-0.5362	8.783	
YAL018C	0.007849	6828	20004587723	1413.295	1395.552	17.743	-0.04226	0.3868	
YAL019W	0.03881	20915	20001013860	5847.201	5302.024	545.176	-0.7652	4.442	
YAL020C	0.0247	7159	20003747060	1445.972	1444.966	1.006	-0.01168	0.3817	
YAL021C	0.0777	14691	20002257839	4086.134	3736.333	349.801	-0.5956	1.928	
YAL022C	0.09222	9989	20001344594	2330.029	2235.481	94.548	-0.2906	0.7595	
YAL023C	0.3228	10524	20000010987	3608.209	3277.486	330.723	-0.6477	1.174	
YAL024C	0.002008	29012	20002604108	8188.999	8057.691	131.309	-0.1604	16.86	
YAL025C	0.08824	5397	20000098420	1314.521	1304.147	10.374	-0.06192	0.2311	
YAL026C	0.003022	28070	20000065577	7594.158	7325.611	268.547	-0.1671	11.56	
YAL027W	0.02962	5481	20002735310	1119.370	1108.982	10.389	-0.06012	0.248	
YAL028W	0.00626	11241	20001283524	2407.066	2374.668	32.397	-0.07404	1.333	
YAL029C	0.0107	28557	20002391453	8283.043	7626.445	656.598	-0.8393	11.48	
YAL030W	0.2404	2409	20020739883	485.648	484.492	1.157	-0.02505	0.02819	
YAL031C	0.01527	16197	20000041456	3672.525	3521.044	151.482	-0.3308	2.439	
YAL032C	0.005799	8038	20003193665	1664.120	1653.315	10.805	0.006116	0.453	
YAL033W	0.07453	3548	20000151517	726.012	720.597	5.415	-0.03931	0.06554	
YAL034C	0.001526	8676	20000993775	1832.313	1830.296	2.016	-0.007787	0.7409	
YAL034WA	0.006985	5888	20002080503	1244.735	1250.025	-5.290	0.001639	0.3998	
YAL035W	0.2857	12251	20000041750	5231.892	4393.352	838.540	-0.9552	1.968	
YAL036C	0.3492	6256	20001898127	1623.577	1544.219	79.358	-0.2408	0.2294	
YAL037W	0.008014	5534	20007318818	1145.744	1140.089	5.654	-0.05185	0.3033	
YAL038W	14.56	1409	20026673624	2265.810	2085.803	180.008	-0.4376	0.3402	
