ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23052	20000400912	6407.418	5951.508	455.910	-0.4468	7.031	
YAL002W	0.003231	26589	20000309137	7102.884	6914.856	188.028	-0.2739	11.86	
YAL003W	4.073	1403	20004316144	968.355	940.480	27.876	-0.1805	0.06333	
YAL005C	1.19	5429	20000526022	3094.163	2809.760	284.403	-0.6071	0.6425	
YAL007C	0.09272	4455	20002222666	1011.411	1001.821	9.590	-0.1133	0.2336	
YAL008W	0.07363	4244	20001815213	945.376	932.370	13.007	-0.06262	0.2091	
YAL009W	0.02451	5290	20000828202	1214.868	1204.246	10.622	-0.07772	0.2767	
YAL010C	0.008606	10191	20001202358	2338.045	2312.324	25.720	-0.07599	1.337	
YAL011W	0.01638	12323	20000097727	3036.117	2933.778	102.339	-0.2657	1.556	
YAL012W	1.262	4264	20005489143	1856.642	1732.562	124.080	-0.3688	0.2735	
YAL013W	0.06334	7625	20002811806	1990.788	1917.630	73.158	-0.2545	0.7146	
YAL014C	0.02744	5390	20009053730	1202.167	1199.640	2.527	-0.02102	0.4758	
YAL015C	0.02572	8247	20002349988	1889.298	1850.370	38.929	-0.06311	0.7595	
YAL016W	0.2432	10270	20000610958	3135.383	2818.032	317.351	-0.5832	1.111	
YAL017W	0.009617	27712	20001537066	7618.100	7141.544	476.556	-0.5545	9.917	
YAL018C	0.007849	6785	20000198487	1514.765	1518.136	-3.370	-0.008768	0.6534	
YAL019W	0.03881	20753	20000074568	5982.312	5416.440	565.872	-0.7574	4.362	
YAL020C	0.0247	6987	20002948366	1549.539	1541.250	8.289	-0.07509	0.454	
YAL021C	0.0777	14755	20000692280	4264.807	3825.247	439.560	-0.7192	2.079	
YAL022C	0.09222	9794	20000764502	2481.224	2345.737	135.488	-0.3396	0.8654	
YAL023C	0.3228	10246	20000221767	3735.239	3382.551	352.688	-0.7008	1.195	
YAL024C	0.002008	28991	20000141003	8256.405	8241.544	14.861	-0.1282	17.44	
YAL025C	0.08824	5381	20002209184	1420.709	1401.958	18.751	-0.1161	0.2639	
YAL026C	0.003022	27833	20000792380	7520.542	7302.022	218.521	-0.3592	10.64	
