ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23606	20002338267	6084.821	5830.723	254.099	-0.4039	7.017	
YAL002W	0.003231	26720	20001498436	6967.434	6809.147	158.288	-0.2338	12.14	
YAL003W	4.073	1840	20031853472	865.152	845.610	19.541	-0.147	0.05018	
YAL005C	1.19	5897	20003952053	2982.213	2711.783	270.429	-0.5524	0.5891	
YAL007C	0.09272	4502	20003571613	916.808	902.049	14.759	-0.06688	0.1343	
YAL008W	0.07363	4283	20001268259	840.017	829.939	10.078	-0.06724	0.1338	
YAL009W	0.02451	5311	20000306788	1116.957	1117.988	-1.031	0.03054	0.2204	
YAL010C	0.008606	10139	20000581388	2223.107	2213.446	9.661	-0.0174	1.02	
YAL011W	0.01638	12333	20000748197	2904.729	2834.272	70.457	-0.1648	1.578	
YAL012W	1.262	4743	20007897163	1729.093	1638.583	90.509	-0.3175	0.2304	
YAL013W	0.06334	7622	20003361024	1870.279	1823.251	47.028	-0.1525	0.599	
YAL014C	0.02744	5367	20002837083	1099.288	1094.364	4.924	-0.008201	0.352	
YAL015C	0.02572	8445	20002250727	1763.415	1749.072	14.343	-0.06261	0.5924	
YAL016W	0.2432	10464	20002687124	2982.328	2721.013	261.315	-0.4793	0.8246	
YAL017W	0.009617	27383	20000481229	7417.261	7008.538	408.723	-0.5722	9.385	
YAL018C	0.007849	6739	20003715018	1410.925	1414.726	-3.801	0.05738	0.4285	
YAL019W	0.03881	20795	20000556513	5841.279	5281.618	559.661	-0.7533	4.211	
YAL020C	0.0247	7232	20003361616	1447.005	1437.857	9.148	-0.06138	0.3863	
YAL021C	0.0777	14699	20000865072	4080.820	3740.983	339.836	-0.6101	1.989	
YAL022C	0.09222	9894	20000155396	2312.867	2237.472	75.395	-0.2941	0.6885	
YAL023C	0.3228	10574	20000019793	3603.390	3280.743	322.647	-0.6569	1.167	
YAL024C	0.002008	28499	20000365600	8218.382	8015.813	202.569	-0.09844	15.85	
YAL025C	0.08824	5344	20001663826	1311.634	1302.896	8.738	-0.08079	0.2063	
YAL026C	0.003022	28002	20000432703	7469.740	7193.424	276.317	-0.3558	10.45	
YAL027W	0.02962	5429	20000745359	1122.980	1116.087	6.894	-0.03751	0.2825	
YAL028W	0.00626	11042	20001063449	2400.075	2397.576	2.498	0.02236	1.296	
YAL029C	0.0107	28965	20000872646	8440.350	7833.184	607.166	-0.6511	12.78	
YAL030W	0.2404	2404	20007986377	490.237	486.596	3.641	-0.02881	0.03401	
YAL031C	0.01527	16531	20000847119	3637.031	3579.086	57.946	-0.2152	2.667	
YAL032C	0.005799	8034	20002138121	1660.079	1658.901	1.179	-0.003938	0.4399	
YAL033W	0.07453	3495	20001291405	724.886	722.375	2.511	-0.05012	0.07253	
YAL034C	0.001526	8948	20000522812	1845.041	1833.874	11.167	-0.01942	0.8207	
YAL034WA	0.006985	5893	20004520224	1252.592	1243.658	8.934	-0.05666	0.3947	
YAL035W	0.2857	12189	20004694332	5122.581	4400.275	722.306	-0.9949	2.258	
YAL036C	0.3492	6410	20007155460	1628.318	1548.406	79.913	-0.2791	0.3116	
YAL037W	0.008014	5382	20001222999	1153.731	1133.862	19.870	-0.08232	0.2616	
YAL038W	14.56	1375	20020561049	2247.044	2087.636	159.408	-0.4398	0.3434	
YAL039C	0.2378	4906	20008591608	1150.680	1125.969	24.711	-0.1851	0.1882	
YAL040C	0.01916	12542	20002610858	2672.557	2628.474	44.083	-0.1356	1.696	
YAL041W	0.01412	16987	20001726765	4218.724	4084.974	133.750	-0.1897	3.659	
YAL042W	0.4625	6176	20000505782	1829.543	1737.613	91.930	-0.3225	0.2878	
YAL043C	0.02276	16299	20001351991	3903.769	3635.061	268.708	-0.3792	2.907	
YAL044C	1.007	2606	20003929976	717.705	700.917	16.788	-0.1244	0.05196	
