ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23703	20000233499	6220.672	5858.336	362.337	-0.3705	7.092	
YAL002W	0.003231	26575	20000709133	7007.350	6790.567	216.784	-0.2241	11.9	
YAL003W	4.073	1859	20009608678	861.361	839.647	21.714	-0.1419	0.04889	
YAL005C	1.19	5770	20005069678	3004.621	2703.478	301.143	-0.548	0.5646	
YAL007C	0.09272	4518	20001173911	910.834	896.635	14.199	-0.05821	0.1473	
YAL008W	0.07363	4302	20006654650	832.840	823.547	9.293	-0.0508	0.1274	
YAL009W	0.02451	5440	20005057688	1111.259	1094.474	16.784	-0.06478	0.2064	
YAL010C	0.008606	10223	20001342383	2223.511	2198.620	24.891	-0.04408	0.9902	
YAL011W	0.01638	12240	20006801877	2880.069	2844.992	35.077	-0.1596	1.464	
YAL012W	1.262	4785	20001237902	1715.767	1630.675	85.091	-0.3253	0.2487	
YAL013W	0.06334	7528	20002206468	1849.200	1819.583	29.617	-0.168	0.6579	
YAL014C	0.02744	5367	20001555533	1097.276	1080.393	16.882	-0.02996	0.252	
YAL015C	0.02572	8244	20000590991	1769.954	1741.100	28.853	-0.06405	0.5627	
YAL016W	0.2432	10591	20000517277	2953.017	2720.627	232.390	-0.5108	0.9863	
YAL017W	0.009617	27911	20000264674	7546.708	7058.347	488.362	-0.407	9.297	
YAL018C	0.007849	6740	20000113267	1404.607	1394.315	10.292	-0.03894	0.4091	
YAL019W	0.03881	20966	20000828611	5900.938	5340.019	560.919	-0.7426	4.815	
YAL020C	0.0247	7000	20001345177	1454.865	1438.781	16.084	-0.02465	0.3738	
YAL021C	0.0777	14830	20000094019	4132.841	3742.776	390.065	-0.5714	1.96	
YAL022C	0.09222	9837	20000984912	2341.007	2229.273	111.734	-0.3113	0.7043	
YAL023C	0.3228	10425	20000375257	3620.307	3263.274	357.033	-0.6398	1.036	
YAL024C	0.002008	29178	20000291524	8092.570	8131.604	-39.034	0.03193	16.88	
