ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23350	20000018543	6160.364	5845.586	314.779	-0.3924	6.864	
YAL002W	0.003231	26867	20002383384	6999.808	6796.742	203.066	-0.1577	11.07	
YAL003W	4.073	1868	20013986464	863.642	838.551	25.091	-0.1443	0.05147	
YAL005C	1.19	5793	20000546906	3000.973	2703.933	297.040	-0.5554	0.5865	
YAL007C	0.09272	4518	20014073722	908.296	894.971	13.324	-0.06205	0.1541	
YAL008W	0.07363	4267	20004672267	829.022	821.916	7.106	-0.08509	0.1224	
YAL009W	0.02451	5434	20006869038	1114.752	1098.943	15.809	-0.03356	0.2292	
YAL010C	0.008606	10256	20005025237	2199.406	2202.513	-3.107	-0.03888	1.208	
YAL011W	0.01638	11998	20000247135	2911.115	2824.553	86.563	-0.1581	1.398	
YAL012W	1.262	4784	20004492164	1735.607	1628.625	106.982	-0.3064	0.2095	
YAL013W	0.06334	7616	20000227220	1853.821	1803.510	50.312	-0.1658	0.4762	
YAL014C	0.02744	5431	20013100284	1090.009	1078.899	11.111	-0.08585	0.3341	
YAL015C	0.02572	8402	20005125553	1762.711	1735.849	26.862	-0.06698	0.5839	
YAL016W	0.2432	10265	20001493600	2976.204	2712.491	263.713	-0.4987	0.8712	
YAL017W	0.009617	27758	20001447368	7564.578	7032.694	531.884	-0.4624	8.96	
YAL018C	0.007849	6696	20003738132	1393.243	1407.612	-14.368	0.0368	0.4396	
YAL019W	0.03881	20989	20000017531	5987.199	5255.997	731.202	-0.7944	4.105	
YAL020C	0.0247	7245	20002842898	1441.532	1435.706	5.826	-0.03162	0.3654	
YAL021C	0.0777	14853	20000332072	4047.780	3733.889	313.890	-0.5959	1.898	
YAL022C	0.09222	9970	20002630651	2321.262	2235.483	85.779	-0.2824	0.7477	
YAL023C	0.3228	10371	20000528015	3610.301	3265.108	345.193	-0.648	1.14	
YAL024C	0.002008	28783	20000019198	8068.874	7950.860	118.015	-0.2608	15.7	
YAL025C	0.08824	5529	20000398471	1317.826	1294.163	23.663	-0.1045	0.2012	
YAL026C	0.003022	28177	20001335601	7487.758	7406.574	81.185	-0.05685	12.17	
YAL027W	0.02962	5470	20002933012	1109.986	1099.500	10.486	-0.05292	0.2073	
YAL028W	0.00626	11173	20000038591	2405.929	2355.939	49.990	-0.1336	1.281	
YAL029C	0.0107	28719	20001625642	8512.889	7701.623	811.266	-0.7098	11.3	
YAL030W	0.2404	2459	20018409945	483.111	477.778	5.333	-0.03329	0.01784	
YAL031C	0.01527	16153	20000296446	3629.597	3552.995	76.602	-0.2546	2.756	
YAL032C	0.005799	8029	20001474577	1657.859	1640.106	17.753	-0.04249	0.4365	
YAL033W	0.07453	3483	20006967714	719.588	716.855	2.733	-0.03613	0.07444	
YAL034C	0.001526	8777	20009607237	1834.679	1813.844	20.835	-0.05241	0.8057	
YAL034WA	0.006985	5852	20004882757	1236.184	1237.850	-1.666	-0.03445	0.371	
YAL035W	0.2857	12282	20001083593	5108.230	4394.118	714.113	-0.9806	2.259	
YAL036C	0.3492	6201	20010884397	1621.543	1540.943	80.600	-0.2982	0.3324	
YAL037W	0.008014	5390	20003462981	1151.964	1140.837	11.127	-0.008503	0.3031	
YAL038W	14.56	1338	20023866513	2248.717	2079.804	168.914	-0.4376	0.3398	
YAL039C	0.2378	4769	20005821223	1148.293	1119.458	28.835	-0.1554	0.1643	
YAL040C	0.01916	12570	20001598282	2689.610	2610.465	79.145	-0.173	1.56	
YAL041W	0.01412	17099	20000339313	4158.486	3985.667	172.819	-0.3659	2.911	
YAL042W	0.4625	6157	20000626680	1808.910	1730.737	78.173	-0.3264	0.2975	
YAL043C	0.02276	16317	20003630970	3860.072	3665.586	194.486	-0.3171	3.08	
YAL044C	1.007	2689	20002716185	708.207	692.311	15.896	-0.1284	0.04435	
YAL046C	0.06163	2441	20000081897	485.210	484.488	0.723	-0.04121	0.05499	
YAL047C	0.006219	11957	20001135331	2894.523	2883.061	11.461	-0.07124	2.533	
YAL048C	0.00264	13881	20001323978	3102.769	3086.728	16.042	-0.04268	2.413	
YAL049C	0.2205	4804	20003352487	1031.661	1017.050	14.611	-0.1118	0.1127	
YAL051W	0.01629	20978	20001705559	5397.647	5081.175	316.471	-0.3918	5.037	
YAL053W	0.148	13502	20000460084	3794.727	3413.266	381.461	-0.6157	1.487	
YAL054C	0.003736	15925	20001243588	3363.079	3339.340	23.740	-0.02211	2.25	
YAL055W	0.08669	3713	20021663518	747.022	743.728	3.294	-0.05892	0.08434	
YAL056W	0.0126	17720	20000586136	4286.322	4206.170	80.152	-0.1784	3.146	
YAL058W	0.05662	9962	20000652841	2286.147	2189.975	96.172	-0.2257	0.8962	
YAL059W	0.1477	4157	20017611475	892.260	879.298	12.962	-0.08866	0.1341	
YAL060W	0.1071	7502	20003874905	1668.240	1616.013	52.227	-0.1847	0.338	
YAL061W	0.01077	8783	20001091854	1817.920	1834.727	-16.807	0.01457	0.6358	
YAL062W	0.02865	9641	20000844148	2022.410	1994.415	27.995	-0.07582	0.5715	
YAL063C	0.000671	31937	20000158597	7537.210	7483.918	53.293	0.01648	15.43	
YAL064CA	0.004815	2716	20009161821	519.363	521.118	-1.754	0.02903	0.05922	
YAL064W	0.005307	2276	20003416647	446.330	442.713	3.617	-0.04535	0.04758	
YAL064WB	0.005464	2959	20008669098	520.556	520.123	0.432	0.003838	0.04513	
YAL065C	0.002324	3009	20002053893	531.535	525.973	5.562	-0.03416	0.04507	
YAL067C	0.003482	11909	20000971469	2733.091	2687.365	45.726	-0.05617	1.454	
YAL068C	0.05321	2810	20005850616	492.252	492.341	-0.088	-0.0185	0.03169	
YAR002CA	0.3306	3843	20013323232	924.630	900.864	23.765	-0.1263	0.08797	
YAR002W	0.08884	10691	20000227071	2439.977	2333.520	106.458	-0.2927	0.7406	
YAR003W	0.01736	8406	20000613476	1876.168	1873.455	2.713	-0.03908	0.7068	
YAR007C	0.07204	11654	20005223733	2862.227	2714.789	147.438	-0.385	1.125	
