ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23510	20000956597	6207.338	5998.138	209.200	-0.2371	7.23	
YAL002W	0.003231	26690	20000559557	7099.923	6919.778	180.144	-0.2871	11.97	
YAL003W	4.073	1522	20009356251	938.061	909.724	28.337	-0.1678	0.05835	
YAL005C	1.19	5571	20000573833	3066.376	2778.404	287.972	-0.5899	0.6261	
YAL007C	0.09272	4388	20010474037	982.721	962.902	19.819	-0.1095	0.1756	
YAL008W	0.07363	4259	20001368738	903.325	899.458	3.867	-0.02004	0.1407	
YAL009W	0.02451	5409	20001386246	1185.657	1175.707	9.950	-0.006072	0.2529	
YAL010C	0.008606	9956	20000607454	2295.906	2266.071	29.835	-0.1074	1.182	
YAL011W	0.01638	11958	20000156115	2956.973	2913.003	43.970	-0.1637	1.414	
YAL012W	1.262	4461	20006012804	1818.327	1703.137	115.190	-0.3404	0.2467	
YAL013W	0.06334	7798	20006088814	1924.919	1889.027	35.891	-0.2061	0.6515	
YAL014C	0.02744	5212	20003272445	1163.631	1160.438	3.193	-0.06586	0.4226	
YAL015C	0.02572	8309	20000691533	1836.181	1809.402	26.779	-0.1021	0.602	
YAL016W	0.2432	10078	20000038371	3043.664	2789.282	254.383	-0.5356	0.9605	
YAL017W	0.009617	27659	20000235715	7643.418	7017.315	626.103	-0.668	8.848	
YAL018C	0.007849	6860	20012754831	1491.864	1475.307	16.557	-0.04417	0.5161	
YAL019W	0.03881	20834	20000513179	5990.355	5405.958	584.397	-0.7527	4.581	
YAL020C	0.0247	7072	20001262404	1537.658	1518.284	19.374	-0.0101	0.4602	
YAL021C	0.0777	14725	20000954512	4166.886	3818.618	348.268	-0.64	2.202	
YAL022C	0.09222	9993	20003779621	2421.216	2307.351	113.865	-0.3253	0.8013	
YAL023C	0.3228	10197	20001982601	3697.964	3349.250	348.715	-0.6721	1.129	
YAL024C	0.002008	28719	20000243441	8404.414	8013.233	391.182	-0.3262	15.19	
YAL025C	0.08824	5436	20001818745	1395.000	1369.943	25.057	-0.1067	0.2304	
YAL026C	0.003022	28173	20002431693	7612.755	7527.558	85.196	-0.04124	12.17	
YAL027W	0.02962	5537	20002511835	1193.007	1181.167	11.839	-0.05251	0.2997	
YAL028W	0.00626	11193	20002203407	2490.795	2468.449	22.346	-0.02769	1.44	
YAL029C	0.0107	28729	20000025308	8543.816	7863.501	680.315	-0.7155	12.6	
YAL030W	0.2404	2315	20005197919	552.947	548.323	4.624	-0.08017	0.03984	
YAL031C	0.01527	16262	20000165458	3815.845	3646.892	168.953	-0.2905	3.001	
YAL032C	0.005799	8107	20002526020	1735.542	1728.750	6.793	-0.0171	0.5613	
YAL033W	0.07453	3636	20001264658	797.401	791.027	6.375	-0.02234	0.09603	
YAL034C	0.001526	8999	20003314666	1917.354	1926.680	-9.326	0.0641	1.013	
YAL034WA	0.006985	5871	20002557860	1321.775	1321.386	0.389	-0.01252	0.5154	
YAL035W	0.2857	11872	20000191890	5225.149	4472.269	752.880	-0.9774	2.047	
YAL036C	0.3492	6165	20005684012	1687.500	1613.036	74.463	-0.3171	0.328	
YAL037W	0.008014	5493	20003883048	1218.007	1216.196	1.811	-0.03542	0.4543	
YAL038W	14.56	1182	20036588769	2321.660	2153.558	168.102	-0.4699	0.3723	
YAL039C	0.2378	4724	20005725509	1219.082	1191.006	28.076	-0.2081	0.2107	
YAL040C	0.01916	12359	20000537854	2787.138	2705.526	81.612	-0.1794	1.842	
YAL041W	0.01412	16850	20000720591	4257.093	4169.836	87.257	-0.1937	3.708	
YAL042W	0.4625	5927	20002043958	1915.458	1807.040	108.418	-0.3712	0.3699	
YAL043C	0.02276	16024	20001796281	3910.036	3711.643	198.393	-0.3839	2.831	
YAL044C	1.007	2495	20012368923	782.841	763.104	19.737	-0.1689	0.06808	
YAL046C	0.06163	2451	20016153975	556.962	558.373	-1.410	-0.03993	0.08482	
YAL047C	0.006219	11919	20001968697	2988.777	3003.112	-14.335	0.0149	2.811	
YAL048C	0.00264	13729	20000828383	3208.879	3185.913	22.966	-0.0611	2.646	
YAL049C	0.2205	4698	20003061397	1113.687	1087.776	25.911	-0.1403	0.1142	
YAL051W	0.01629	20921	20000748850	5521.442	5171.044	350.398	-0.4673	5.295	
YAL053W	0.148	13576	20001318822	3890.905	3501.543	389.361	-0.6189	1.484	
YAL054C	0.003736	15828	20005717328	3462.363	3439.489	22.874	-0.004972	2.526	
YAL055W	0.08669	3604	20001568654	825.623	821.055	4.567	-0.04099	0.1238	
YAL056W	0.0126	18005	20000699217	4404.259	4264.195	140.065	-0.2602	3.43	
YAL058W	0.05662	9790	20000469608	2347.499	2264.080	83.419	-0.2403	0.8101	
YAL059W	0.1477	4307	20003518601	962.159	948.863	13.295	-0.1386	0.1439	
YAL060W	0.1071	7362	20000117108	1749.960	1696.865	53.095	-0.1703	0.3764	
YAL061W	0.01077	8917	20001872840	1909.465	1897.865	11.601	-0.04996	0.653	
YAL062W	0.02865	9503	20006375492	2105.934	2080.397	25.537	-0.04897	0.6594	
YAL063C	0.000671	31928	20001195616	7602.646	7426.901	175.745	-0.2036	14.45	
YAL064CA	0.004815	2789	20001727681	590.146	590.859	-0.713	-0.008289	0.07765	
YAL064W	0.005307	2323	20003550173	517.175	517.267	-0.093	-0.02838	0.08216	
YAL064WB	0.005464	2945	20007306400	595.024	593.567	1.457	0.01541	0.069	
YAL065C	0.002324	3009	20007437771	599.166	602.895	-3.729	-0.001649	0.08292	
YAL067C	0.003482	11895	20002961824	2793.776	2813.330	-19.554	0.07233	1.86	
YAL068C	0.05321	2855	20001187565	566.545	562.158	4.387	-0.03997	0.05186	
YAR002CA	0.3306	3817	20003988756	995.920	972.589	23.331	-0.1657	0.1155	
YAR002W	0.08884	10326	20000524956	2517.753	2405.794	111.959	-0.3375	0.8431	
YAR003W	0.01736	8679	20000156801	1967.394	1948.905	18.488	-0.06979	0.7688	
YAR007C	0.07204	11497	20000060972	2931.374	2791.790	139.584	-0.3821	1.08	
YAR008W	0.06365	5627	20005027525	1246.672	1243.053	3.620	-0.04729	0.3144	
YAR014C	0.01781	13611	20006497856	3410.156	3344.051	66.105	-0.181	2.287	
YAR015W	0.2413	5444	20006120008	1388.338	1344.695	43.643	-0.2391	0.2631	
YAR018C	0.02681	8321	20000530106	2041.146	1990.721	50.426	-0.1045	0.8374	
YAR019C	0.004468	20431	20000092680	4952.593	4914.345	38.247	-0.1718	5.873	
YAR020C	0.9946	1224	20009082550	294.062	292.252	1.809	-0.0598	0.01221	
YAR023C	0.005318	3602	20006021702	821.596	823.726	-2.130	0.01288	0.1212	
YAR027W	0.05885	4701	20001223011	1068.078	1055.331	12.747	-0.07455	0.1761	
YAR028W	0.02089	4569	20000499721	1059.541	1061.358	-1.817	-0.01435	0.2461	
YAR029W	0.002071	1329	20010833129	374.620	375.522	-0.903	0.04974	0.04335	
YAR031W	0.002175	5822	20000799328	1346.431	1350.304	-3.873	0.01255	0.3211	
YAR033W	0.0186	5025	20008735088	1062.585	1055.672	6.913	-0.07253	0.1963	
YAR035W	0.01023	15063	20002143531	3358.603	3309.605	48.998	-0.05282	2.287	
YAR042W	0.01532	23318	20002693012	6473.564	5958.693	514.871	-0.4443	6.216	
YAR050W	0.001264	37152	20000181419	9552.731	9206.878	345.853	-0.1096	23.11	
YAR064W	0.001266	2057	20018916712	480.126	478.948	1.178	-0.00276	0.0674	
YAR066W	0.005157	4753	20006970055	934.903	922.780	12.123	-0.03944	0.181	
YAR068W	0.01535	4184	20003368437	751.350	754.407	-3.057	0.05834	0.1705	
YAR071W	0.3374	6939	20006688405	2156.731	2041.516	115.215	-0.3518	0.445	
YBL001C	0.2903	2080	20003351330	498.922	494.084	4.839	-0.06102	0.03036	
YBL002W	0.7558	2361	20042792529	613.812	602.946	10.866	-0.1343	0.05671	
YBL003C	0.7568	2661	20023644293	619.560	608.418	11.142	-0.1151	0.05868	
YBL004W	0.01949	44301	20000287687	19568.462	14162.733	5405.729	-2.568	34.19	
YBL005W	0.02043	19284	20000622637	4968.133	4712.881	255.252	-0.5795	4.642	
YBL006C	0.1949	3576	20003790647	829.012	815.707	13.305	-0.1043	0.1154	
YBL007C	0.1244	18721	20000247129	6905.769	5735.579	1170.190	-1.345	4.386	
YBL008W	0.004643	17698	20000566028	4209.167	4139.293	69.875	-0.03464	3.677	
YBL009W	0.008552	14364	20000290999	3350.943	3245.900	105.043	-0.1227	2.715	
YBL010C	0.004229	5497	20000142125	1277.029	1287.653	-10.624	0.05624	0.4167	
YBL011W	0.05449	14816	20000117639	3731.736	3458.163	273.573	-0.5348	1.811	
YBL013W	0.001373	9263	20003487178	1854.734	1865.929	-11.195	0.01489	0.8722	
