ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23356	20000658344	6552.160	6206.523	345.637	-0.3393	8.3	
YAL002W	0.003231	26386	20000130627	7350.291	7139.518	210.773	-0.2517	12.97	
YAL003W	4.073	1202	20026557016	1076.823	1043.601	33.222	-0.2172	0.08195	
YAL005C	1.19	4931	20004500010	3223.501	2920.746	302.754	-0.6438	0.681	
YAL007C	0.09272	4423	20001076113	1124.844	1115.660	9.184	-0.04915	0.3101	
YAL008W	0.07363	4283	20000678856	1057.359	1037.799	19.560	-0.08655	0.229	
YAL009W	0.02451	5290	20000581188	1322.929	1320.786	2.142	-0.0748	0.3592	
YAL010C	0.008606	10080	20001096307	2485.506	2445.816	39.690	-0.1027	1.631	
YAL011W	0.01638	12126	20000074839	3170.180	3097.794	72.386	-0.1514	1.863	
YAL012W	1.262	4041	20000116460	1968.296	1838.046	130.250	-0.3946	0.2839	
YAL013W	0.06334	7499	20001571733	2102.800	2034.550	68.250	-0.2346	0.7981	
YAL014C	0.02744	5400	20000442367	1320.624	1304.201	16.423	-0.06341	0.4809	
YAL015C	0.02572	8114	20000204338	2003.351	1979.685	23.666	-0.08137	0.8708	
YAL016W	0.2432	9938	20008625169	3198.900	2933.433	265.467	-0.6086	1.111	
YAL017W	0.009617	27368	20000186735	7871.630	7375.679	495.950	-0.5436	10.9	
YAL018C	0.007849	6774	20000610794	1624.136	1608.057	16.080	-0.07322	0.5256	
YAL019W	0.03881	20940	20001611313	6197.571	5584.517	613.054	-0.7878	4.862	
YAL020C	0.0247	7228	20000040105	1674.266	1673.241	1.025	-0.01394	0.6575	
YAL021C	0.0777	14065	20001171824	4331.106	3963.403	367.703	-0.7181	2.436	
YAL022C	0.09222	9853	20005684313	2595.811	2447.231	148.580	-0.3666	0.8196	
YAL023C	0.3228	9865	20001129634	3901.419	3498.639	402.780	-0.7327	1.267	
YAL024C	0.002008	28720	20000423821	8708.637	8456.015	252.622	-0.1144	19.31	
YAL025C	0.08824	5372	20000833035	1539.711	1502.270	37.440	-0.1931	0.3018	
YAL026C	0.003022	28020	20000029919	7929.044	7554.136	374.908	-0.3	12.24	
YAL027W	0.02962	5412	20000448111	1341.838	1316.271	25.567	-0.1226	0.3921	
YAL028W	0.00626	11226	20000585639	2648.904	2612.687	36.217	-0.09177	1.575	
YAL029C	0.0107	28496	20000189496	8831.205	8055.633	775.573	-0.8465	13.72	
YAL030W	0.2404	2266	20011202111	695.495	685.162	10.333	-0.07254	0.08271	
YAL031C	0.01527	16042	20001467292	3984.748	3870.806	113.941	-0.1827	3.724	
YAL032C	0.005799	7924	20001745917	1898.169	1878.456	19.714	-0.01913	0.6919	
YAL033W	0.07453	3421	20000612801	933.836	930.293	3.542	-0.04269	0.1741	
YAL034C	0.001526	8824	20005633169	2078.840	2107.464	-28.625	0.1427	1.416	
YAL034WA	0.006985	5864	20003834019	1475.577	1452.783	22.794	-0.0877	0.5455	
YAL035W	0.2857	11515	20000380958	5443.683	4618.892	824.791	-1.077	2.397	
YAL036C	0.3492	5824	20002705897	1856.930	1744.866	112.064	-0.411	0.3977	
YAL037W	0.008014	5535	20000926943	1375.608	1366.692	8.916	-0.04933	0.5767	
YAL038W	14.56	960	20026508154	2479.327	2292.682	186.645	-0.5282	0.437	
YAL039C	0.2378	4553	20000794114	1387.621	1329.474	58.146	-0.2324	0.2687	
YAL040C	0.01916	12282	20000157470	2945.121	2845.384	99.737	-0.2164	1.94	
YAL041W	0.01412	17059	20000263088	4469.343	4354.567	114.776	-0.1959	4.023	
YAL042W	0.4625	5641	20001726695	2049.664	1945.987	103.677	-0.4307	0.4626	
YAL043C	0.02276	16021	20000712852	4073.715	3865.293	208.423	-0.4795	3.396	
YAL044C	1.007	2193	20001253803	927.235	896.183	31.053	-0.2223	0.07777	
YAL046C	0.06163	2440	20006293007	697.793	696.045	1.748	-0.01927	0.1474	
YAL047C	0.006219	11774	20004591327	3184.811	3125.375	59.436	-0.1333	2.789	
YAL048C	0.00264	13990	20000033738	3388.774	3385.488	3.286	0.05965	3.167	
YAL049C	0.2205	4486	20000338352	1257.408	1229.438	27.970	-0.1762	0.2324	
YAL051W	0.01629	20691	20000901889	5722.203	5386.618	335.585	-0.4734	6.608	
YAL053W	0.148	13157	20000511671	4020.396	3656.162	364.234	-0.6789	1.77	
YAL054C	0.003736	15700	20000227853	3630.921	3603.432	27.489	-0.0355	2.65	
YAL055W	0.08669	3615	20000724396	968.333	956.476	11.857	-0.07994	0.1539	
YAL056W	0.0126	17910	20002387084	4613.667	4452.009	161.658	-0.291	4.067	
YAL058W	0.05662	9856	20002683299	2504.666	2426.014	78.652	-0.292	1.13	
YAL059W	0.1477	4164	20003954924	1113.150	1087.738	25.412	-0.1336	0.1904	
YAL060W	0.1071	7412	20001066871	1892.993	1831.663	61.329	-0.292	0.4691	
YAL061W	0.01077	8908	20000541601	2072.097	2057.535	14.562	-0.06873	0.9151	
YAL062W	0.02865	9701	20000900368	2284.402	2233.755	50.647	-0.09849	0.8854	
YAL063C	0.000671	32204	20001843170	7903.734	7709.306	194.429	-0.1383	16.73	
YAL064CA	0.004815	2731	20008422164	728.709	731.594	-2.886	0.0494	0.1326	
YAL064W	0.005307	2290	20004878835	653.627	655.333	-1.706	-0.005018	0.1693	
YAL064WB	0.005464	3000	20029375647	730.173	727.874	2.299	-0.02651	0.1113	
YAL065C	0.002324	2958	20008159274	742.086	741.951	0.135	0.02726	0.1754	
YAL067C	0.003482	11880	20001418589	2962.636	2954.425	8.211	0.0023	1.992	
YAL068C	0.05321	2857	20008685105	703.426	699.637	3.789	-0.06063	0.09817	
YAR002CA	0.3306	3701	20004400664	1144.863	1111.886	32.977	-0.2009	0.2144	
YAR002W	0.08884	10476	20000965733	2675.598	2561.937	113.660	-0.3637	1.065	
YAR003W	0.01736	8596	20007486463	2115.474	2107.033	8.442	-0.09062	0.9734	
YAR007C	0.07204	11149	20001338786	3111.869	2940.606	171.263	-0.4643	1.418	
