ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23516	20000523152	6859.151	6465.729	393.422	-0.4898	9.286	
YAL002W	0.003231	26115	20000161634	7720.060	7454.914	265.146	-0.3226	14.42	
YAL003W	4.073	840	20010789943	1289.713	1249.127	40.586	-0.295	0.1318	
YAL005C	1.19	4375	20001785927	3491.882	3140.992	350.890	-0.7344	0.8458	
YAL007C	0.09272	4191	20008669355	1347.640	1316.215	31.425	-0.1901	0.4119	
YAL008W	0.07363	4160	20010705381	1266.934	1245.397	21.537	-0.1938	0.3951	
YAL009W	0.02451	5321	20000863747	1556.246	1530.320	25.926	-0.1541	0.4803	
YAL010C	0.008606	10296	20002838790	2738.404	2674.732	63.671	-0.1241	1.805	
YAL011W	0.01638	12000	20000241477	3400.250	3360.245	40.004	-0.1568	2.467	
YAL012W	1.262	3498	20004798759	2232.520	2053.598	178.922	-0.4824	0.3913	
YAL013W	0.06334	7366	20000313492	2327.983	2252.545	75.438	-0.3366	0.9161	
YAL014C	0.02744	5297	20009594768	1541.331	1521.527	19.804	-0.133	0.8223	
YAL015C	0.02572	8079	20003356876	2240.618	2201.748	38.870	-0.1413	1.278	
YAL016W	0.2432	9430	20002964373	3533.470	3156.867	376.602	-0.7168	1.466	
YAL017W	0.009617	27537	20000205187	8204.448	7655.991	548.457	-0.662	11.95	
YAL018C	0.007849	6704	20006395860	1864.838	1851.007	13.831	-0.03736	0.9704	
YAL019W	0.03881	20569	20000222971	6577.078	5783.122	793.956	-0.9489	5.318	
YAL020C	0.0247	6958	20003222034	1918.159	1876.195	41.964	-0.1693	0.842	
YAL021C	0.0777	14014	20001144083	4694.315	4197.038	497.276	-0.8244	2.815	
YAL022C	0.09222	9488	20001566990	2822.454	2673.527	148.927	-0.4654	1.137	
YAL023C	0.3228	9472	20002520897	4163.035	3720.710	442.325	-0.8018	1.43	
YAL024C	0.002008	28997	20000166341	9231.345	8641.780	589.565	-0.2191	18.25	
YAL025C	0.08824	5249	20011957540	1772.925	1729.775	43.150	-0.2006	0.487	
YAL026C	0.003022	28335	20000123072	8326.663	7859.532	467.131	-0.3299	13.09	
YAL027W	0.02962	5423	20009354435	1565.266	1555.408	9.858	-0.08193	0.6797	
YAL028W	0.00626	11058	20004602830	2887.666	2890.257	-2.591	-0.05246	2.227	
YAL029C	0.0107	28757	20000171279	9352.013	8474.454	877.559	-0.7471	15.93	
YAL030W	0.2404	2234	20017946481	905.308	887.705	17.603	-0.1882	0.167	
YAL031C	0.01527	16100	20000059398	4247.483	4066.069	181.413	-0.3527	4.065	
YAL032C	0.005799	8000	20000511869	2122.801	2106.882	15.919	-0.09352	0.9475	
YAL033W	0.07453	3421	20005773220	1151.840	1134.931	16.909	-0.1074	0.213	
YAL034C	0.001526	8674	20000542749	2292.089	2334.102	-42.013	0.1157	1.653	
YAL034WA	0.006985	5898	20000820612	1683.221	1695.429	-12.208	-0.01443	0.96	
YAL035W	0.2857	11266	20001539495	5807.179	4859.388	947.791	-1.18	2.686	
YAL036C	0.3492	5458	20003452355	2097.299	1961.628	135.672	-0.4754	0.5228	
YAL037W	0.008014	5541	20003948606	1593.963	1585.526	8.437	-0.03618	0.8432	
YAL038W	14.56	908	20087209626	2747.784	2513.924	233.860	-0.6091	0.5283	
YAL039C	0.2378	4197	20003525921	1608.125	1536.001	72.124	-0.3691	0.3825	
YAL040C	0.01916	12392	20003182833	3204.794	3083.302	121.492	-0.3286	2.459	
YAL041W	0.01412	16830	20000179369	4807.893	4529.827	278.066	-0.4696	4.321	
YAL042W	0.4625	5296	20007628672	2292.531	2161.596	130.935	-0.5375	0.6156	
YAL043C	0.02276	15979	20000712684	4353.592	4193.050	160.542	-0.3711	4.076	
YAL044C	1.007	1962	20011350792	1145.264	1101.370	43.895	-0.3309	0.1553	
YAL046C	0.06163	2376	20003438064	913.037	901.673	11.364	-0.1266	0.2721	
YAL047C	0.006219	12062	20000013159	3464.496	3397.803	66.693	-0.1029	3.679	
YAL048C	0.00264	13783	20000340655	3666.794	3642.757	24.036	0.00504	3.812	
YAL049C	0.2205	4343	20010961625	1482.126	1432.673	49.454	-0.2652	0.261	
YAL051W	0.01629	20941	20002137560	6073.257	5606.283	466.973	-0.6552	6.799	
YAL053W	0.148	12674	20001317925	4332.090	3880.909	451.181	-0.7568	1.892	
YAL054C	0.003736	15664	20000590775	3884.372	3853.004	31.368	-0.07594	3.126	
YAL055W	0.08669	3581	20006307226	1178.901	1167.853	11.048	-0.126	0.26	
YAL056W	0.0126	17811	20000063597	4980.607	4733.006	247.601	-0.3216	4.422	
YAL058W	0.05662	9776	20001810972	2769.542	2648.713	120.829	-0.3276	1.282	
YAL059W	0.1477	3993	20002883966	1325.642	1293.052	32.590	-0.255	0.2582	
YAL060W	0.1071	7244	20002029210	2115.384	2054.492	60.892	-0.347	0.7179	
YAL061W	0.01077	8652	20002494211	2317.776	2288.403	29.374	-0.08795	1.128	
YAL062W	0.02865	9797	20001006792	2490.042	2455.923	34.119	-0.1851	1.172	
YAL063C	0.000671	32242	20000366184	8253.574	8217.812	35.762	0.01942	20.05	
YAL064CA	0.004815	2622	20003121445	938.035	935.002	3.033	-0.04448	0.2344	
YAL064W	0.005307	2300	20001910644	865.881	865.401	0.480	-0.02048	0.3188	
YAL064WB	0.005464	3002	20008663300	944.214	936.720	7.493	-0.07613	0.2172	
YAL065C	0.002324	2948	20013215097	952.787	958.975	-6.188	0.06347	0.3577	
YAL067C	0.003482	11785	20002769611	3246.294	3188.370	57.924	-0.05758	2.163	
YAL068C	0.05321	2748	20003312451	916.711	911.583	5.128	-0.01742	0.2141	
YAR002CA	0.3306	3489	20015839910	1360.974	1316.376	44.598	-0.2958	0.25	
YAR002W	0.08884	10051	20000037987	2939.965	2793.009	146.956	-0.4446	1.269	
YAR003W	0.01736	8596	20002641518	2349.394	2345.203	4.191	-0.1054	1.346	
YAR007C	0.07204	11431	20003522061	3411.319	3179.111	232.208	-0.4986	1.573	
YAR008W	0.06365	5466	20006928752	1628.963	1592.142	36.821	-0.191	0.5365	
YAR014C	0.01781	13547	20001135802	3869.716	3745.860	123.856	-0.2314	2.911	
YAR015W	0.2413	5083	20000760633	1768.832	1695.972	72.861	-0.3792	0.498	
YAR018C	0.02681	8371	20000841565	2417.422	2354.419	63.003	-0.2226	1.101	
YAR019C	0.004468	20359	20000215087	5537.794	5420.316	117.478	-0.1768	7.542	
YAR020C	0.9946	967	20031445472	631.027	625.411	5.616	-0.201	0.09407	
YAR023C	0.005318	3646	20006914111	1183.193	1175.345	7.849	0.01783	0.3194	
YAR027W	0.05885	4877	20002777978	1436.294	1405.602	30.692	-0.198	0.4062	
YAR028W	0.02089	4662	20005906682	1423.028	1428.635	-5.606	-0.005536	0.5628	
YAR029W	0.002071	1274	20001236942	715.884	716.753	-0.869	0.06381	0.2098	
YAR031W	0.002175	5776	20004708476	1735.804	1730.442	5.363	0.0002803	0.7579	
YAR033W	0.0186	5036	20003308733	1441.970	1412.081	29.889	-0.1647	0.4747	
YAR035W	0.01023	15040	20004131056	3830.857	3710.274	120.583	-0.1581	3.039	
YAR042W	0.01532	23504	20000496246	6957.495	6424.613	532.883	-0.6357	7.689	
YAR050W	0.001264	37683	20000669289	10019.349	9905.839	113.510	-0.1929	29.21	
YAR064W	0.001266	2068	20010767196	822.577	823.651	-1.074	-0.002833	0.239	
YAR066W	0.005157	4795	20003691552	1294.750	1286.915	7.835	0.003083	0.46	
YAR068W	0.01535	4197	20001465821	1120.409	1103.461	16.947	-0.09763	0.5609	
YAR071W	0.3374	6394	20000829952	2549.749	2398.714	151.035	-0.4926	0.6485	
YBL001C	0.2903	1720	20000315378	848.137	833.182	14.955	-0.1464	0.1404	
YBL002W	0.7558	1995	20009772825	960.981	939.348	21.633	-0.2695	0.1429	
YBL003C	0.7568	2087	20001118140	974.829	943.904	30.925	-0.255	0.1307	
YBL004W	0.01949	43154	20000283324	20568.655	14693.763	5874.892	-2.743	36.55	
YBL005W	0.02043	19112	20001649027	5517.818	5173.213	344.605	-0.6281	5.626	
YBL006C	0.1949	3337	20013591485	1194.747	1160.360	34.387	-0.2387	0.2747	
YBL007C	0.1244	17807	20003107552	7504.342	6156.169	1348.172	-1.47	5.047	
YBL008W	0.004643	17673	20000697460	4729.983	4620.003	109.980	-0.1308	5.5	
YBL009W	0.008552	13957	20000076422	3840.753	3629.715	211.038	-0.3314	3.695	
YBL010C	0.004229	5453	20001138105	1659.016	1638.238	20.778	-0.1093	0.8567	
YBL011W	0.05449	14245	20000211049	4183.765	3894.277	289.488	-0.5812	2.55	
YBL013W	0.001373	9292	20001504772	2261.938	2246.831	15.107	-0.06803	1.297	
