ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23729	20000913575	6418.107	6121.468	296.639	-0.2987	7.763	
YAL002W	0.003231	26193	20000834332	7328.155	7146.863	181.292	-0.1422	12.89	
YAL003W	4.073	1394	20035813064	1028.648	992.006	36.641	-0.1998	0.07249	
YAL005C	1.19	5220	20000818675	3184.738	2865.228	319.510	-0.6269	0.6804	
YAL007C	0.09272	4390	20003063423	1064.556	1053.888	10.668	-0.1052	0.2315	
YAL008W	0.07363	4201	20007295457	996.594	981.371	15.223	-0.1063	0.2161	
YAL009W	0.02451	5455	20011514028	1271.147	1261.682	9.465	-0.06322	0.2858	
YAL010C	0.008606	10311	20001775324	2393.874	2368.330	25.544	-0.1348	1.453	
YAL011W	0.01638	12118	20001330987	3104.388	3020.648	83.740	-0.1683	1.759	
YAL012W	1.262	4187	20000637337	1910.194	1786.566	123.628	-0.3756	0.2756	
YAL013W	0.06334	7539	20000625425	2033.246	1980.215	53.032	-0.2032	0.6959	
YAL014C	0.02744	5416	20002637200	1275.548	1241.737	33.811	-0.0982	0.3821	
YAL015C	0.02572	8214	20000392376	1964.636	1909.283	55.353	-0.1095	0.7501	
YAL016W	0.2432	10002	20001914199	3130.923	2880.445	250.479	-0.621	1.22	
YAL017W	0.009617	27425	20000278237	7866.374	7183.440	682.935	-0.6173	9.699	
YAL018C	0.007849	6764	20003094043	1571.824	1578.207	-6.382	0.003194	0.6272	
YAL019W	0.03881	20973	20000150087	6144.973	5511.388	633.585	-0.777	4.716	
YAL020C	0.0247	7257	20001559752	1627.431	1591.376	36.054	-0.1066	0.4174	
YAL021C	0.0777	14333	20000974024	4293.135	3911.326	381.809	-0.6592	2.068	
YAL022C	0.09222	9879	20002563785	2514.125	2394.499	119.625	-0.3817	0.8696	
YAL023C	0.3228	9974	20003937266	3765.643	3443.027	322.616	-0.7092	1.272	
YAL024C	0.002008	28709	20000073556	8310.731	8274.317	36.415	-0.175	17.41	
YAL025C	0.08824	5235	20001299225	1478.047	1459.962	18.085	-0.1125	0.2922	
YAL026C	0.003022	27989	20000184989	7611.069	7515.703	95.366	-0.2386	12.2	
YAL027W	0.02962	5441	20000944988	1280.252	1276.841	3.411	-0.01898	0.3844	
YAL028W	0.00626	10918	20000881170	2622.027	2572.109	49.918	-0.024	1.515	
YAL029C	0.0107	28683	20000407404	8690.359	8035.474	654.885	-0.7639	14.82	
YAL030W	0.2404	2373	20007884800	636.859	634.112	2.747	-0.04675	0.07176	
YAL031C	0.01527	16144	20001324633	3848.018	3784.554	63.464	-0.1642	3.51	
YAL032C	0.005799	8065	20005842003	1824.010	1818.351	5.659	-0.01631	0.5572	
YAL033W	0.07453	3463	20012074492	879.835	873.290	6.546	-0.06707	0.1268	
YAL034C	0.001526	8965	20000937369	2032.072	2012.960	19.112	0.01451	1.167	
YAL034WA	0.006985	5814	20003272834	1405.967	1418.765	-12.798	0.03619	0.5589	
YAL035W	0.2857	11849	20000147627	5364.866	4566.519	798.347	-1.019	2.247	
YAL036C	0.3492	5863	20000983585	1796.321	1697.338	98.983	-0.3428	0.3589	
YAL037W	0.008014	5615	20000803469	1308.083	1307.139	0.943	0.01757	0.4554	
YAL038W	14.56	1003	20044158891	2430.113	2239.029	191.084	-0.5066	0.4098	
YAL039C	0.2378	4567	20001866209	1310.357	1275.168	35.189	-0.2414	0.2445	
YAL040C	0.01916	12511	20003603469	2878.889	2794.653	84.236	-0.2182	1.914	
YAL041W	0.01412	16871	20000702451	4422.905	4273.191	149.714	-0.2243	4.071	
YAL042W	0.4625	5771	20000446869	2019.453	1889.907	129.546	-0.3991	0.3635	
YAL043C	0.02276	16376	20000999699	4064.936	3886.297	178.639	-0.3717	3.623	
YAL044C	1.007	2244	20011677334	873.704	845.566	28.138	-0.2022	0.08679	
YAL046C	0.06163	2441	20001676428	643.703	640.537	3.166	-0.04408	0.1018	
YAL047C	0.006219	11851	20000979127	3133.293	3032.107	101.186	-0.1877	2.498	
YAL048C	0.00264	13621	20002744490	3317.638	3274.186	43.452	-0.0392	2.687	
YAL049C	0.2205	4540	20000474006	1203.472	1174.164	29.308	-0.1658	0.1854	
YAL051W	0.01629	20870	20001000659	5660.325	5289.224	371.101	-0.5108	6.032	
YAL053W	0.148	13276	20002998134	4000.032	3597.789	402.244	-0.6586	1.668	
YAL054C	0.003736	15788	20003403432	3577.296	3507.461	69.835	-0.1068	2.342	
YAL055W	0.08669	3657	20008493604	904.165	906.623	-2.458	-0.04416	0.1577	
YAL056W	0.0126	17887	20000098182	4572.208	4389.305	182.903	-0.2868	3.942	
YAL058W	0.05662	10149	20003529532	2452.804	2355.450	97.355	-0.2697	0.9028	
YAL059W	0.1477	4222	20000935918	1055.559	1030.568	24.991	-0.168	0.1635	
YAL060W	0.1071	7576	20002898273	1850.098	1785.811	64.287	-0.2098	0.4353	
YAL061W	0.01077	8782	20001633044	2015.488	2004.724	10.764	-0.004996	0.7519	
YAL062W	0.02865	9679	20003755057	2192.647	2166.645	26.001	-0.1104	0.7191	
YAL063C	0.000671	31215	20000133697	7712.536	7847.337	-134.800	0.1224	18.02	
YAL064CA	0.004815	2787	20013068589	677.645	672.491	5.154	-0.03452	0.09036	
YAL064W	0.005307	2356	20003869183	603.276	599.976	3.300	-0.02965	0.1131	
YAL064WB	0.005464	3112	20006420693	675.922	676.513	-0.591	-0.005597	0.09018	
YAL065C	0.002324	3048	20000577673	684.058	685.929	-1.870	-0.02071	0.1181	
YAL067C	0.003482	11718	20000033304	2889.000	2875.300	13.700	-0.02745	1.881	
YAL068C	0.05321	2877	20003666453	653.486	647.781	5.705	-0.05709	0.08117	
YAR002CA	0.3306	3671	20007290295	1089.664	1059.043	30.621	-0.1857	0.1701	
YAR002W	0.08884	10452	20004060847	2599.848	2507.425	92.423	-0.3693	1.029	
