ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23889	20000571063	6195.412	5905.375	290.037	-0.4018	6.967	
YAL002W	0.003231	26250	20001057611	7216.886	6816.416	400.470	-0.292	11.47	
YAL003W	4.073	1612	20003424996	913.942	888.560	25.382	-0.1637	0.05526	
YAL005C	1.19	5552	20005933021	3026.008	2758.335	267.673	-0.5695	0.5997	
YAL007C	0.09272	4347	20004515577	957.953	946.715	11.238	-0.08671	0.1621	
YAL008W	0.07363	4338	20000267737	882.827	873.229	9.598	-0.06505	0.1228	
YAL009W	0.02451	5447	20001921023	1157.819	1150.690	7.130	-0.04599	0.2556	
YAL010C	0.008606	10083	20003174914	2273.471	2232.955	40.516	-0.1045	1.03	
YAL011W	0.01638	12173	20000887192	2958.979	2903.969	55.010	-0.1326	1.669	
YAL012W	1.262	4584	20001558832	1781.401	1682.162	99.239	-0.3194	0.2124	
YAL013W	0.06334	7592	20002402954	1912.651	1863.619	49.032	-0.1702	0.5876	
YAL014C	0.02744	5616	20000478975	1148.191	1134.012	14.179	-0.08599	0.3723	
YAL015C	0.02572	8278	20002677239	1824.533	1784.578	39.955	-0.117	0.6281	
YAL016W	0.2432	10232	20002425903	2980.914	2771.286	209.627	-0.5059	0.9548	
YAL017W	0.009617	27705	20000028067	7505.680	7125.809	379.870	-0.4017	9.509	
YAL018C	0.007849	6789	20009027259	1457.475	1452.796	4.679	-0.01909	0.4741	
YAL019W	0.03881	20711	20000971842	5977.212	5374.516	602.696	-0.7187	4.285	
YAL020C	0.0247	7238	20004304485	1505.619	1488.242	17.377	-0.06696	0.4391	
YAL021C	0.0777	14551	20003701778	4165.723	3786.900	378.823	-0.6498	2.115	
YAL022C	0.09222	9815	20003427360	2421.050	2272.685	148.365	-0.3425	0.7321	
YAL023C	0.3228	10264	20000210590	3722.219	3323.142	399.077	-0.6971	1.292	
YAL024C	0.002008	28812	20000290770	8359.518	8093.235	266.283	-0.1133	15.67	
YAL025C	0.08824	5543	20004648520	1359.674	1340.298	19.376	-0.1439	0.2203	
YAL026C	0.003022	28105	20000306487	7631.653	7444.275	187.378	-0.1096	11.89	
YAL027W	0.02962	5480	20004525561	1170.346	1154.412	15.934	-0.07202	0.2592	
YAL028W	0.00626	11026	20001512028	2446.604	2435.233	11.371	-0.06855	1.462	
YAL029C	0.0107	28768	20000025850	8606.661	7781.678	824.983	-0.7514	12.27	
YAL030W	0.2404	2332	20003865619	534.293	529.486	4.807	-0.0695	0.04733	
YAL031C	0.01527	16300	20000673069	3768.482	3608.627	159.855	-0.3148	2.978	
YAL032C	0.005799	8088	20002516996	1720.396	1694.563	25.834	-0.07256	0.4759	
YAL033W	0.07453	3546	20007908464	774.753	768.022	6.731	-0.0438	0.09324	
YAL034C	0.001526	8787	20005567946	1888.404	1900.816	-12.413	0.05041	0.89	
YAL034WA	0.006985	5839	20000180970	1301.476	1283.965	17.511	-0.05607	0.3853	
YAL035W	0.2857	12135	20002493403	5175.680	4453.533	722.147	-1.034	2.387	
YAL036C	0.3492	6145	20002984008	1662.632	1590.329	72.303	-0.3113	0.3198	
YAL037W	0.008014	5632	20001664168	1193.273	1198.683	-5.410	0.01302	0.3899	
YAL038W	14.56	1159	20041713342	2308.650	2132.507	176.143	-0.4605	0.3593	
YAL039C	0.2378	4814	20019477516	1202.405	1168.634	33.770	-0.1962	0.2106	
YAL040C	0.01916	12528	20000575366	2781.233	2689.041	92.192	-0.14	1.62	
YAL041W	0.01412	17260	20001686949	4249.990	4061.191	188.799	-0.3284	3.182	
YAL042W	0.4625	5968	20001241166	1886.966	1782.671	104.295	-0.3547	0.3364	
YAL043C	0.02276	16154	20001425799	3890.239	3702.306	187.933	-0.3724	2.828	
YAL044C	1.007	2615	20025950249	760.180	742.488	17.692	-0.162	0.06873	
YAL046C	0.06163	2430	20003515244	536.497	534.633	1.864	-0.0633	0.0691	
YAL047C	0.006219	12000	20000113876	3014.890	2899.009	115.881	-0.1548	2.199	
