ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23584	20001572321	6710.064	6324.014	386.050	-0.3624	8.547	
YAL002W	0.003231	26331	20000471206	7493.993	7320.510	173.483	-0.2352	14.34	
YAL003W	4.073	981	20000779891	1189.208	1146.576	42.632	-0.2553	0.1051	
YAL005C	1.19	4669	20012310879	3388.468	3030.033	358.435	-0.6801	0.7526	
YAL007C	0.09272	4363	20007895383	1231.469	1211.519	19.950	-0.1383	0.2984	
YAL008W	0.07363	4192	20018002715	1150.477	1140.249	10.228	-0.1462	0.3071	
YAL009W	0.02451	5480	20001906481	1440.966	1418.944	22.023	-0.1159	0.4398	
YAL010C	0.008606	10084	20002279605	2606.018	2547.692	58.326	-0.1609	1.691	
YAL011W	0.01638	12205	20000002977	3282.425	3217.520	64.905	-0.1629	2.048	
YAL012W	1.262	3616	20000507992	2089.502	1946.326	143.175	-0.4566	0.3901	
YAL013W	0.06334	7471	20000029369	2226.712	2147.488	79.224	-0.2619	0.8853	
YAL014C	0.02744	5349	20006906601	1443.090	1412.564	30.525	-0.1622	0.7662	
YAL015C	0.02572	8273	20000951352	2107.347	2092.749	14.599	-0.1064	1.068	
YAL016W	0.2432	9696	20002005236	3375.060	3048.002	327.058	-0.6264	1.223	
YAL017W	0.009617	27637	20000678917	8000.098	7466.366	533.732	-0.6036	10.83	
YAL018C	0.007849	6629	20006254888	1744.214	1745.047	-0.834	-0.007927	0.8631	
YAL019W	0.03881	20674	20000080414	6342.982	5705.404	637.578	-0.8345	5.195	
YAL020C	0.0247	7107	20000552898	1784.981	1774.959	10.023	-0.08777	0.6646	
YAL021C	0.0777	14236	20000198438	4506.831	4057.474	449.357	-0.8	2.352	
YAL022C	0.09222	9579	20002788802	2721.812	2560.658	161.153	-0.4037	0.9957	
YAL023C	0.3228	9755	20000655700	4056.672	3610.611	446.061	-0.8092	1.56	
YAL024C	0.002008	28813	20000324990	8797.667	8510.675	286.992	-0.283	19.09	
YAL025C	0.08824	5352	20004859250	1639.487	1615.703	23.784	-0.2149	0.3739	
YAL026C	0.003022	28361	20000086621	7968.494	7946.651	21.843	-0.0606	14.62	
YAL027W	0.02962	5406	20000313183	1452.397	1426.505	25.892	-0.1344	0.4709	
YAL028W	0.00626	11075	20003317550	2782.154	2747.730	34.424	-0.07206	2.011	
YAL029C	0.0107	28555	20001807350	8977.348	8161.257	816.092	-0.9251	13.92	
YAL030W	0.2404	2277	20023700588	801.871	785.891	15.980	-0.1504	0.1207	
YAL031C	0.01527	15960	20000154652	4108.564	3917.423	191.141	-0.4014	3.53	
YAL032C	0.005799	8010	20003129217	2010.482	2024.090	-13.608	0.05274	0.8806	
YAL033W	0.07453	3410	20006162558	1036.960	1033.453	3.507	-0.07676	0.2068	
YAL034C	0.001526	8873	20000808234	2212.195	2170.598	41.597	-0.06566	1.276	
YAL034WA	0.006985	6000	20005164965	1581.559	1573.118	8.441	-0.05403	0.7412	
YAL035W	0.2857	11237	20001462117	5673.726	4740.942	932.784	-1.117	2.571	
YAL036C	0.3492	5658	20003415653	1975.057	1857.448	117.609	-0.4185	0.4831	
YAL037W	0.008014	5520	20000743515	1481.238	1482.194	-0.956	-0.02058	0.7411	
YAL038W	14.56	913	20013183178	2601.673	2403.194	198.479	-0.5704	0.4789	
YAL039C	0.2378	4376	20000750294	1481.945	1433.612	48.332	-0.2914	0.3204	
YAL040C	0.01916	12392	20000978941	3076.008	2970.701	105.307	-0.2426	2.188	
YAL041W	0.01412	17059	20001929893	4624.392	4426.931	197.461	-0.3824	4.326	
YAL042W	0.4625	5382	20002000309	2187.220	2052.257	134.963	-0.4839	0.5277	
YAL043C	0.02276	16172	20000647838	4255.113	4030.439	224.674	-0.424	3.849	
