ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23563	20000360427	6289.371	5912.055	377.316	-0.3493	7.508	
YAL002W	0.003231	26375	20000288857	7024.324	6798.467	225.857	-0.1871	10.95	
YAL003W	4.073	1703	20007487146	879.284	858.143	21.141	-0.149	0.05021	
YAL005C	1.19	5627	20003285872	3012.632	2723.750	288.882	-0.5575	0.5671	
YAL007C	0.09272	4443	20001418948	927.733	909.916	17.817	-0.1152	0.1474	
YAL008W	0.07363	4272	20005231362	851.580	839.555	12.024	-0.1172	0.1478	
YAL009W	0.02451	5394	20004297258	1129.454	1114.364	15.090	-0.07228	0.2197	
YAL010C	0.008606	10013	20001449049	2229.360	2230.605	-1.246	-0.01017	1.117	
YAL011W	0.01638	12189	20004029022	2934.899	2892.481	42.418	-0.07623	1.706	
YAL012W	1.262	4710	20003514463	1757.129	1649.611	107.517	-0.3306	0.2521	
YAL013W	0.06334	7758	20001344160	1886.312	1836.821	49.492	-0.172	0.6176	
YAL014C	0.02744	5456	20000638834	1114.199	1102.924	11.275	-0.08366	0.3805	
YAL015C	0.02572	8276	20003663590	1768.506	1757.704	10.802	-0.1112	0.6738	
YAL016W	0.2432	10058	20000125737	3012.533	2733.472	279.061	-0.5289	0.9716	
YAL017W	0.009617	27564	20000313527	7591.350	6990.143	601.207	-0.5415	9.06	
YAL018C	0.007849	6796	20000660869	1426.379	1423.270	3.109	-0.01782	0.4426	
YAL019W	0.03881	21005	20000930963	5927.928	5347.778	580.150	-0.705	4.472	
YAL020C	0.0247	7110	20003303502	1466.227	1445.828	20.398	-0.08423	0.3841	
YAL021C	0.0777	14687	20000917654	4088.170	3755.994	332.176	-0.6285	2.119	
YAL022C	0.09222	9902	20002191078	2355.200	2248.384	106.816	-0.3239	0.7334	
YAL023C	0.3228	10367	20000729322	3637.861	3291.749	346.112	-0.6504	1.145	
YAL024C	0.002008	28686	20000693882	8195.895	8011.171	184.725	-0.3015	16.31	
YAL025C	0.08824	5421	20000822098	1348.727	1308.265	40.462	-0.126	0.1793	
