ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23306	20000346726	6155.828	5930.665	225.163	-0.3697	7.879	
YAL002W	0.003231	26349	20001097162	6945.209	6701.290	243.919	-0.3227	11.1	
YAL003W	4.073	1820	20024022785	869.918	848.084	21.834	-0.1425	0.05	
YAL005C	1.19	5848	20012321996	3028.764	2713.222	315.541	-0.5559	0.5853	
YAL007C	0.09272	4460	20003888839	914.921	905.298	9.622	-0.03951	0.1301	
YAL008W	0.07363	4151	20007285093	846.941	831.953	14.988	-0.06992	0.1407	
YAL009W	0.02451	5425	20003183313	1112.978	1110.312	2.666	-0.02914	0.2134	
YAL010C	0.008606	10101	20002325859	2244.168	2202.271	41.897	-0.03989	1.047	
YAL011W	0.01638	11880	20001581342	2884.807	2846.247	38.560	-0.1723	1.482	
YAL012W	1.262	4817	20000600411	1747.052	1640.325	106.727	-0.3184	0.2425	
YAL013W	0.06334	7664	20003437384	1867.230	1823.085	44.145	-0.1744	0.6181	
YAL014C	0.02744	5507	20001755426	1111.221	1100.097	11.124	0.02544	0.2728	
YAL015C	0.02572	8179	20006978864	1762.210	1739.905	22.306	-0.1391	0.6187	
YAL016W	0.2432	10386	20000028012	2954.625	2720.034	234.591	-0.5178	0.933	
YAL017W	0.009617	27716	20000025400	7476.780	7046.563	430.217	-0.3898	8.444	
YAL018C	0.007849	6643	20002903531	1405.087	1394.009	11.079	-0.09956	0.4101	
YAL019W	0.03881	20631	20003752792	5910.765	5333.403	577.363	-0.7186	4.647	
YAL020C	0.0247	7057	20011136988	1461.543	1436.941	24.602	-0.07629	0.361	
YAL021C	0.0777	14793	20000903317	4057.076	3740.188	316.888	-0.6284	1.922	
YAL022C	0.09222	9689	20000082475	2337.648	2234.994	102.654	-0.305	0.6856	
YAL023C	0.3228	10444	20000071749	3623.594	3279.907	343.686	-0.6454	1.065	
YAL024C	0.002008	28676	20002041715	8183.642	8110.695	72.947	-0.1175	16.91	
YAL025C	0.08824	5442	20004377544	1321.326	1305.649	15.676	-0.09063	0.2328	
YAL026C	0.003022	27900	20000533484	7467.916	7198.059	269.857	-0.3215	10.96	
YAL027W	0.02962	5484	20002293172	1116.235	1126.362	-10.127	0.03303	0.2805	
YAL028W	0.00626	11128	20000915772	2410.205	2366.736	43.469	-0.1232	1.268	
YAL029C	0.0107	28777	20000482871	8454.858	7786.901	667.957	-0.5953	11.59	
YAL030W	0.2404	2511	20000522945	491.322	489.675	1.647	-0.02323	0.03412	
YAL031C	0.01527	16135	20000409854	3720.884	3541.353	179.530	-0.3159	2.637	
YAL032C	0.005799	8014	20006029822	1667.769	1656.296	11.473	-0.02251	0.5394	
YAL033W	0.07453	3406	20001180437	732.769	724.925	7.844	-0.0358	0.07276	
YAL034C	0.001526	8628	20000879645	1836.186	1853.892	-17.706	0.05697	0.9371	
YAL034WA	0.006985	5825	20000491995	1248.922	1253.976	-5.054	0.04685	0.3405	
YAL035W	0.2857	12121	20001513345	5149.853	4397.466	752.387	-0.9545	2.045	
YAL036C	0.3492	6345	20000888853	1624.737	1547.631	77.106	-0.2702	0.2715	
YAL037W	0.008014	5456	20000761775	1148.016	1151.835	-3.818	-0.02673	0.3452	
YAL038W	14.56	1420	20009861469	2249.732	2088.796	160.937	-0.4416	0.3464	
YAL039C	0.2378	4895	20002289891	1162.283	1126.215	36.069	-0.1845	0.1724	
YAL040C	0.01916	12500	20000749724	2661.234	2620.252	40.982	-0.2104	1.546	
YAL041W	0.01412	16955	20001701906	4178.245	4035.412	142.833	-0.2931	3.24	
YAL042W	0.4625	6088	20001812315	1834.247	1740.654	93.593	-0.3278	0.3076	
YAL043C	0.02276	16443	20005818340	3899.697	3656.929	242.768	-0.311	2.647	
YAL044C	1.007	2619	20006525739	714.601	700.911	13.690	-0.1409	0.05096	
YAL046C	0.06163	2519	20000265504	496.617	493.207	3.410	-0.02126	0.04724	
YAL047C	0.006219	11979	20001635519	2925.535	2880.996	44.539	-0.07703	2.081	
YAL048C	0.00264	13703	20000028545	3143.032	3086.118	56.914	-0.05196	2.12	
YAL049C	0.2205	4711	20003961650	1044.279	1028.791	15.488	-0.09481	0.1261	
YAL051W	0.01629	20856	20000585350	5435.084	5123.972	311.112	-0.3707	5.406	
YAL053W	0.148	13619	20000557110	3777.911	3428.010	349.901	-0.6238	1.497	
YAL054C	0.003736	15772	20000457950	3322.681	3350.905	-28.224	-0.03392	2.216	
YAL055W	0.08669	3745	20009581824	761.529	753.551	7.978	-0.06231	0.0688	
YAL056W	0.0126	17770	20001039548	4397.646	4213.023	184.622	-0.2405	3.386	
YAL058W	0.05662	9935	20000649708	2265.107	2205.478	59.629	-0.1972	0.8244	
YAL059W	0.1477	4282	20005276181	897.982	887.779	10.203	-0.07677	0.104	
YAL060W	0.1071	7447	20001622576	1681.831	1629.578	52.253	-0.1915	0.3419	
YAL061W	0.01077	8809	20000266701	1845.250	1828.127	17.123	-0.0337	0.5242	
YAL062W	0.02865	9478	20006456726	2015.286	2011.932	3.354	-0.05269	0.6539	
YAL063C	0.000671	31789	20000024346	7379.483	7364.938	14.545	-0.1893	14.74	
YAL064CA	0.004815	2734	20001425590	527.008	526.639	0.369	-0.02268	0.04657	
YAL064W	0.005307	2293	20002934758	456.467	453.366	3.101	-0.0338	0.04821	
YAL064WB	0.005464	3068	20001005383	527.458	531.091	-3.633	0.01891	0.05353	
YAL065C	0.002324	2943	20001370267	536.557	538.438	-1.881	0.00283	0.0724	
YAL067C	0.003482	11750	20001059560	2709.732	2683.963	25.769	-0.1025	1.492	
YAL068C	0.05321	2824	20014462809	501.118	501.594	-0.476	-0.02437	0.03954	
YAR002CA	0.3306	3942	20019436512	933.296	909.806	23.490	-0.1489	0.1157	
YAR002W	0.08884	10467	20003305108	2455.595	2345.041	110.553	-0.3018	0.7772	
YAR003W	0.01736	8702	20006616593	1892.261	1866.545	25.717	-0.113	0.6436	
YAR007C	0.07204	11533	20005321290	2874.139	2735.452	138.687	-0.3687	1.201	
YAR008W	0.06365	5570	20004739978	1184.433	1165.614	18.819	-0.1002	0.2128	
YAR014C	0.01781	13673	20000230068	3310.788	3252.940	57.849	-0.1623	1.991	
YAR015W	0.2413	5456	20008760467	1324.708	1278.333	46.374	-0.1939	0.1685	
YAR018C	0.02681	8280	20008703421	1951.375	1913.774	37.601	-0.1107	0.7103	
YAR019C	0.004468	20361	20000019387	4908.408	4916.127	-7.719	-0.02386	6.288	
YAR020C	0.9946	1280	20001797789	232.214	231.683	0.531	-0.02995	0.00762	
YAR023C	0.005318	3656	20006414758	755.309	756.400	-1.091	0.007791	0.09933	
YAR027W	0.05885	4676	20001291472	1001.247	995.515	5.732	-0.03143	0.1692	
YAR028W	0.02089	4777	20006774920	992.341	996.740	-4.399	0.02007	0.1788	
YAR029W	0.002071	1304	20000539636	312.043	311.842	0.201	-0.004325	0.0203	
YAR031W	0.002175	5673	20003133398	1285.016	1279.866	5.150	-0.01503	0.2838	
YAR033W	0.0186	4938	20000691990	996.454	993.015	3.439	-0.02563	0.1614	
YAR035W	0.01023	15072	20000393026	3283.961	3206.577	77.385	-0.102	1.99	
YAR042W	0.01532	23414	20000517982	6341.402	5844.820	496.582	-0.5197	5.741	
YAR050W	0.001264	37371	20001013013	9524.252	9090.815	433.437	-0.1512	22.49	
YAR064W	0.001266	2039	20002324422	416.492	416.869	-0.377	0.02374	0.04698	
YAR066W	0.005157	4820	20002347415	859.799	859.290	0.509	0.01261	0.1363	
YAR068W	0.01535	4200	20003566745	688.080	686.316	1.764	0.01118	0.152	
YAR071W	0.3374	7177	20007003229	2088.566	1976.115	112.451	-0.3343	0.4119	
YBL001C	0.2903	2055	20020783132	437.917	433.812	4.105	-0.03498	0.02607	
YBL002W	0.7558	2514	20008944049	551.975	541.039	10.936	-0.1207	0.04641	
YBL003C	0.7568	2736	20010353578	556.271	547.403	8.868	-0.083	0.04154	
YBL004W	0.01949	43912	20000298909	18945.311	13857.687	5087.624	-2.725	33.69	
YBL005W	0.02043	19248	20000872124	4928.554	4697.708	230.846	-0.3797	4.256	
YBL006C	0.1949	3789	20002883570	760.993	754.352	6.640	-0.08263	0.08585	
YBL007C	0.1244	18633	20000164846	6818.712	5693.846	1124.865	-1.3	4.735	
YBL008W	0.004643	17614	20000796743	4130.552	4065.154	65.398	-0.0978	3.783	
YBL009W	0.008552	14009	20003770633	3161.560	3206.582	-45.022	-0.03065	2.539	
YBL010C	0.004229	5584	20004315746	1209.104	1215.023	-5.919	0.03807	0.3791	
YBL011W	0.05449	14636	20001735797	3684.416	3424.224	260.191	-0.4261	1.73	
YBL013W	0.001373	9300	20003131436	1792.596	1791.902	0.694	0.02971	0.663	
