ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL001C	0.008886	23453	20000268695	6151.548	5842.173	309.375	-0.3919	7.025	
YAL002W	0.003231	26462	20000190813	7001.406	6799.222	202.184	-0.2668	11.88	
YAL003W	4.073	1903	20001286421	864.472	841.313	23.158	-0.1446	0.04854	
YAL005C	1.19	5836	20005994555	3001.605	2707.749	293.856	-0.5543	0.5833	
YAL007C	0.09272	4452	20013743543	908.592	894.185	14.407	-0.09971	0.141	
YAL008W	0.07363	4234	20001700338	835.094	824.289	10.805	-0.06482	0.121	
YAL009W	0.02451	5370	20010423987	1103.771	1100.065	3.706	-0.04404	0.2038	
YAL010C	0.008606	10041	20000750911	2240.392	2202.765	37.627	-0.05608	1.139	
YAL011W	0.01638	12180	20001501529	2915.077	2842.776	72.301	-0.1336	1.482	
YAL012W	1.262	4724	20001444967	1736.558	1633.369	103.189	-0.3092	0.2311	
YAL013W	0.06334	7667	20001317971	1855.584	1804.839	50.746	-0.2135	0.5899	
YAL014C	0.02744	5550	20006126175	1092.004	1081.058	10.946	-0.05079	0.2606	
YAL015C	0.02572	8225	20000806981	1760.361	1733.844	26.517	-0.06596	0.6492	
YAL016W	0.2432	10398	20002965243	2995.308	2711.679	283.629	-0.5376	0.9946	
YAL017W	0.009617	27679	20000849469	7251.004	7110.227	140.777	-0.3949	9.6	
YAL018C	0.007849	6651	20004032202	1408.513	1392.556	15.957	-0.05484	0.3769	
YAL019W	0.03881	21041	20000340560	5875.717	5304.714	571.004	-0.7275	4.224	
YAL020C	0.0247	7418	20003659735	1444.341	1442.617	1.725	-0.0236	0.4132	
YAL021C	0.0777	14418	20002988777	4004.648	3720.287	284.362	-0.6517	2	
YAL022C	0.09222	9768	20004918772	2334.692	2235.778	98.913	-0.2952	0.8024	
YAL023C	0.3228	10337	20000171538	3645.407	3273.325	372.082	-0.6296	1.096	
YAL024C	0.002008	28810	20000165120	8132.253	8011.395	120.858	-0.2091	16.48	
YAL025C	0.08824	5471	20008994176	1319.326	1294.722	24.604	-0.09389	0.2093	
YAL026C	0.003022	28122	20000610049	7700.991	7254.411	446.580	-0.2416	10.84	
YAL027W	0.02962	5527	20001683980	1121.137	1105.336	15.801	-0.04787	0.2218	
YAL028W	0.00626	11035	20000419350	2384.969	2371.752	13.218	-0.08757	1.215	
YAL029C	0.0107	29075	20001247851	8392.131	7770.001	622.130	-0.6318	11.57	
YAL030W	0.2404	2384	20000478992	484.583	481.142	3.441	-0.04123	0.02609	
YAL031C	0.01527	16158	20001205081	3709.790	3556.226	153.564	-0.251	2.793	
YAL032C	0.005799	8027	20001438458	1660.457	1651.871	8.586	-0.01948	0.4532	
YAL033W	0.07453	3322	20003765900	722.995	721.245	1.750	-0.01191	0.09123	
YAL034C	0.001526	8903	20000366840	1858.468	1823.392	35.076	-0.03293	0.8002	
YAL034WA	0.006985	5707	20003235495	1248.396	1248.400	-0.003	0.006616	0.4018	
YAL035W	0.2857	12262	20001082166	5119.683	4406.534	713.149	-0.9595	2.126	
YAL036C	0.3492	6289	20000431453	1624.112	1543.454	80.658	-0.2736	0.2904	
YAL037W	0.008014	5543	20011281806	1145.838	1149.586	-3.748	0.02187	0.3231	
YAL038W	14.56	1371	20008996829	2229.418	2083.879	145.539	-0.4386	0.3393	
YAL039C	0.2378	4770	20011847867	1144.058	1120.106	23.952	-0.1677	0.1627	
YAL040C	0.01916	12415	20000909940	2688.415	2602.500	85.915	-0.2168	1.534	
YAL041W	0.01412	16987	20001037160	4156.244	4030.213	126.031	-0.2805	3.27	
YAL042W	0.4625	6179	20011110192	1821.681	1733.120	88.561	-0.3335	0.3081	
YAL043C	0.02276	16397	20000537581	3815.837	3650.899	164.937	-0.3265	2.715	
YAL044C	1.007	2640	20001454926	712.007	694.765	17.242	-0.1278	0.04192	
YAL046C	0.06163	2448	20000371514	489.626	489.539	0.087	0.006355	0.06547	
YAL047C	0.006219	11973	20002471208	2931.475	2865.098	66.376	-0.1492	2.262	
YAL048C	0.00264	14012	20000917771	3080.166	3073.612	6.554	-0.05503	2.139	
YAL049C	0.2205	4698	20000274338	1036.895	1022.003	14.893	-0.1129	0.134	
YAL051W	0.01629	20694	20003187576	5350.628	5073.174	277.453	-0.4659	5.104	
YAL053W	0.148	13731	20003972406	3781.592	3430.144	351.448	-0.5842	1.472	
YAL054C	0.003736	16169	20002417819	3357.383	3328.922	28.460	-0.04776	2.204	
YAL055W	0.08669	3550	20008622569	755.058	751.227	3.832	-0.01386	0.07857	
YAL056W	0.0126	17793	20001089729	4318.624	4224.918	93.706	-0.1983	3.324	
YAL058W	0.05662	9811	20005360002	2259.709	2192.863	66.846	-0.2285	0.8968	
YAL059W	0.1477	4336	20006635198	894.243	881.955	12.288	-0.07698	0.1174	
YAL060W	0.1071	7530	20003742913	1665.404	1620.237	45.167	-0.1591	0.2994	
YAL061W	0.01077	8946	20001465318	1829.803	1831.121	-1.319	-0.01076	0.5484	
YAL062W	0.02865	9680	20001668945	2033.728	2010.004	23.724	-0.05315	0.634	
YAL063C	0.000671	31719	20000059462	7548.902	7226.987	321.915	-0.3203	13.53	
YAL064CA	0.004815	2734	20009896897	522.183	520.640	1.542	-0.0005879	0.04581	
YAL064W	0.005307	2334	20002773406	449.322	449.133	0.189	-0.00424	0.05542	
YAL064WB	0.005464	2976	20011490724	524.394	522.248	2.146	-0.0006804	0.05187	
YAL065C	0.002324	2990	20010317101	530.553	533.920	-3.367	0.0124	0.06223	
YAL067C	0.003482	11829	20002264514	2704.118	2694.483	9.635	-0.04301	1.613	
YAL068C	0.05321	2848	20004784520	499.074	496.089	2.985	-0.0174	0.04166	
YAR002CA	0.3306	3841	20012735801	925.357	905.326	20.031	-0.1253	0.09427	
YAR002W	0.08884	10422	20000498299	2425.666	2323.898	101.769	-0.3342	0.6792	
